site_id,region,country,site_type,operator,latitude,longitude,DOA,FIRMWARE,INTERMITTENT,MECH_DAMAGE,NO_POWER,OTHER,OVERHEAT,RF_FAULT
ST-00812,APAC,Japan,Cell Site,Telstra,6.83509,106.7821,0,0,1,4,0,1,1,4
ST-00813,APAC,Singapore,Warehouse,,19.10927,114.59732,4,1,0,3,1,3,0,4
ST-00814,APAC,Thailand,Warehouse,,1.91576,116.3371,2,2,2,1,3,3,4,3
ST-00815,EMEA,Czechia,Cell Site,Telenor,36.9258,3.07364,3,3,2,1,1,2,1,2
ST-00816,EMEA,France,Cell Site,Telia,59.3868,1.21483,1,4,1,3,0,4,2,3
ST-00817,EMEA,Spain,Cell Site,Telenor,55.3218,10.41275,1,3,3,1,1,1,5,8
ST-00818,APAC,Australia,Cell Site,Telstra,8.89417,126.09682,3,2,1,2,3,2,1,6
ST-00819,APAC,Indonesia,Warehouse,,22.65044,116.65167,2,3,3,3,1,3,3,7
ST-00820,APAC,Vietnam,Integration Center,,2.16619,106.69226,2,4,1,2,1,2,3,5
ST-00821,EMEA,Poland,Data Center,Deutsche Telekom,53.36766,21.84346,3,4,2,1,0,2,4,5
ST-00822,EMEA,UK,Cell Site,Deutsche Telekom,55.37017,-8.50427,2,2,0,2,1,5,0,1
ST-00823,EMEA,France,Cell Site,Vodafone,39.06778,29.42307,2,7,2,3,4,2,1,6
ST-00824,AMER,Mexico,Cell Site,Rogers,-21.00983,-91.47939,2,7,1,3,0,2,0,3
ST-00825,APAC,Thailand,Cell Site,Telstra,32.30235,109.67188,3,1,4,2,0,4,1,3
ST-00826,EMEA,Poland,Warehouse,,37.90791,-4.99622,1,3,2,4,1,1,1,2
ST-00827,AMER,Brazil,Cell Site,AT&T,-27.46005,-92.77327,4,2,1,3,2,4,2,2
ST-00828,APAC,Australia,Cell Site,Maxis,20.38232,90.75369,5,4,0,1,4,2,0,2
ST-00829,EMEA,Netherlands,Warehouse,,37.92828,26.28493,2,1,4,2,3,3,1,2
ST-00830,APAC,Malaysia,Warehouse,,35.18667,131.65402,2,1,2,0,0,2,1,5
ST-00831,AMER,Argentina,Cell Site,Rogers,28.56535,-73.53913,3,3,0,2,2,1,2,3
ST-00832,AMER,Colombia,Cell Site,T-Mobile US,-10.20358,-86.60022,3,4,1,2,0,4,2,4
ST-00833,APAC,Australia,Cell Site,Maxis,10.19629,139.01568,2,1,2,4,4,4,4,4
ST-00834,EMEA,Sweden,Cell Site,Telefónica,50.85762,28.63069,2,2,2,1,4,2,1,1
ST-00835,AMER,Mexico,Cell Site,Bell,-10.53922,-75.15164,1,1,5,3,0,0,0,5
ST-00836,EMEA,Netherlands,Cell Site,Telenor,53.97377,-6.21044,6,5,3,2,2,1,2,2
ST-00837,EMEA,France,Cell Site,Vodafone,51.67402,-3.2371,1,2,0,2,2,3,2,3
ST-00838,AMER,Mexico,Warehouse,,-5.47258,-71.35388,1,1,1,1,2,1,1,2
ST-00839,EMEA,Spain,Warehouse,,46.00162,26.84647,5,1,2,2,4,3,2,3
ST-00840,AMER,Mexico,Cell Site,Rogers,-13.2918,-93.84875,1,4,0,1,1,9,1,4
ST-00841,EMEA,Czechia,Cell Site,Orange,43.4293,24.07693,6,2,1,4,2,1,3,5
ST-00842,AMER,Colombia,Cell Site,TIM Brasil,41.26821,-85.22778,0,4,1,4,0,2,1,6
ST-00843,APAC,Australia,Cell Site,China Mobile,32.58385,93.88941,4,2,2,1,1,5,1,2
ST-00844,EMEA,Italy,Cell Site,Telefónica,35.19004,24.59219,3,3,1,2,3,3,0,4
ST-00845,EMEA,Spain,Integration Center,,56.85179,-4.26404,2,1,2,1,2,4,0,2
ST-00846,EMEA,UK,Cell Site,A1 Telekom,42.44286,24.02385,2,5,8,2,4,2,2,4
ST-00847,AMER,Mexico,Warehouse,,-27.46097,-65.47629,4,6,6,5,1,2,1,3
ST-00848,APAC,Japan,Cell Site,Reliance Jio,23.41262,122.86386,1,6,2,1,0,4,2,8
ST-00849,EMEA,Spain,Warehouse,,49.87047,13.30129,0,4,3,2,2,5,1,3
ST-00850,APAC,Indonesia,Warehouse,,8.21738,101.8029,3,4,2,2,2,0,0,6
ST-00851,EMEA,Spain,Cell Site,A1 Telekom,49.50134,6.05622,2,4,0,2,2,2,2,4
ST-00852,AMER,Chile,Warehouse,,13.71602,-89.86536,4,3,2,2,2,4,1,6
ST-00853,EMEA,Netherlands,Cell Site,Telia,46.59557,-4.26381,3,4,2,1,3,1,1,5
ST-00854,EMEA,Germany,Cell Site,Telenor,35.95988,28.04465,3,4,0,2,3,1,3,3
ST-00855,EMEA,UK,Cell Site,A1 Telekom,53.07638,9.92255,4,2,4,0,3,1,0,3
ST-00856,EMEA,Sweden,Warehouse,,48.77529,10.44695,3,4,2,4,4,5,2,5
ST-00857,APAC,Japan,Warehouse,,36.05357,128.68193,3,5,0,1,0,3,1,5
ST-00858,EMEA,Italy,Cell Site,Deutsche Telekom,43.12857,-1.27253,2,5,3,4,3,5,2,2
ST-00859,EMEA,Poland,Integration Center,,36.66323,-4.08844,2,1,1,3,0,3,2,4
ST-00860,APAC,Thailand,Cell Site,Bharti Airtel,20.11238,100.12851,4,5,2,2,1,6,1,4
ST-00861,EMEA,UK,Warehouse,,42.80985,-4.66684,2,2,4,0,1,1,1,6
ST-00862,EMEA,Sweden,Cell Site,Orange,58.07035,-8.651,1,1,2,2,3,1,3,7
ST-00863,AMER,Mexico,Warehouse,,-3.33704,-89.67381,2,5,1,0,1,3,2,3
ST-00864,EMEA,Austria,Cell Site,Vodafone,35.20757,27.14392,3,3,2,3,4,6,0,5
ST-00865,APAC,Vietnam,Cell Site,Maxis,13.23069,115.11375,3,2,2,1,0,5,1,2
ST-00866,EMEA,France,Cell Site,Orange,49.56516,14.41919,6,3,4,1,0,5,4,4
ST-00867,APAC,China,Cell Site,Singtel,18.95017,119.69147,4,1,4,1,1,3,2,1
ST-00868,EMEA,Czechia,Warehouse,,53.79403,28.08356,3,3,2,5,2,5,1,5
ST-00869,EMEA,Poland,Data Center,Deutsche Telekom,51.42593,8.48918,1,5,1,2,2,7,1,3
ST-00870,AMER,Mexico,Cell Site,TIM Brasil,5.01441,-71.60571,4,2,0,1,0,5,5,4
ST-00871,EMEA,Germany,Warehouse,,50.67588,6.81546,4,4,2,1,0,2,0,4
ST-00872,EMEA,Czechia,Warehouse,,43.39717,29.72595,1,2,5,3,2,4,1,5
ST-00873,APAC,Japan,Warehouse,,30.90508,100.33878,1,4,4,1,2,2,0,3
ST-00874,EMEA,UK,Warehouse,,42.30429,25.74755,2,4,1,1,2,3,2,3
ST-00875,EMEA,Austria,Data Center,Three,51.52073,2.43011,1,1,4,2,1,5,0,2
ST-00876,APAC,Thailand,Cell Site,Maxis,15.2042,108.94538,2,1,1,5,1,5,1,7
ST-00877,EMEA,Sweden,Integration Center,,39.65738,10.44675,5,6,2,2,2,1,1,3
ST-00878,EMEA,Austria,Cell Site,Vodafone,54.13927,12.5624,1,2,0,1,3,4,1,2
ST-00879,EMEA,Italy,Cell Site,Telefónica,51.39855,13.81546,6,5,0,1,2,3,1,2
ST-00880,EMEA,Italy,Warehouse,,36.47239,-2.4776,1,2,1,3,2,5,1,2
ST-00881,EMEA,Germany,Warehouse,,43.75871,25.5694,2,1,3,1,3,1,1,1
ST-00882,APAC,China,Warehouse,,14.599,106.35585,0,2,1,5,3,4,0,1
ST-00883,AMER,Colombia,Cell Site,AT&T,-27.7472,-61.11683,3,7,4,2,1,3,5,4
ST-00884,APAC,Thailand,Cell Site,Singtel,31.36344,128.29636,1,6,5,0,2,3,2,1
ST-00885,APAC,Indonesia,Data Center,Maxis,15.96452,93.91847,6,3,3,1,4,2,4,2
ST-00886,EMEA,Sweden,Cell Site,Telia,41.58801,24.11599,2,5,1,2,0,1,2,5
ST-00887,EMEA,Spain,Cell Site,Vodafone,39.50745,25.76998,5,3,0,0,2,2,1,8
ST-00888,EMEA,Czechia,Data Center,Orange,48.39386,18.58146,3,2,0,2,1,2,0,1
ST-00889,APAC,Malaysia,Cell Site,Telstra,18.69201,136.61547,1,3,3,3,1,4,2,2
ST-00890,AMER,Colombia,Cell Site,TIM Brasil,-13.43075,-77.10266,3,3,1,2,3,7,0,4
ST-00891,EMEA,UK,Cell Site,Telefónica,36.7279,9.21709,0,4,1,2,2,5,4,2
ST-00892,APAC,Thailand,Cell Site,China Mobile,38.93586,94.40658,2,1,1,4,0,2,1,4
ST-00893,AMER,USA,Cell Site,Verizon,10.60507,-75.90775,1,4,3,2,4,5,0,8
ST-00894,AMER,Chile,Cell Site,Verizon,48.85713,-88.10343,4,5,2,2,1,5,1,5
ST-00895,EMEA,Italy,Cell Site,Telia,47.57352,29.48783,6,4,1,3,2,4,4,5
ST-00896,EMEA,Poland,Cell Site,Telenor,54.22548,22.41658,4,4,1,3,4,7,1,9
ST-00897,AMER,Argentina,Cell Site,Rogers,35.24601,-79.39096,1,4,2,0,3,4,3,3
ST-00898,AMER,Argentina,Cell Site,TIM Brasil,4.09187,-89.80747,4,3,0,1,1,6,1,9
ST-00899,AMER,Mexico,Warehouse,,6.93702,-99.17991,1,2,4,1,1,6,0,3
ST-00900,APAC,South Korea,Cell Site,Singtel,4.78733,104.36288,0,4,2,2,0,1,3,5
ST-00901,EMEA,Italy,Data Center,Three,43.34074,18.30069,2,1,1,3,3,5,0,5
ST-00902,EMEA,Austria,Cell Site,Vodafone,39.29006,21.83091,3,3,1,1,2,6,2,5
ST-00903,AMER,Chile,Integration Center,,37.07214,-76.5185,2,6,2,3,1,1,3,5
ST-00904,EMEA,Netherlands,Data Center,A1 Telekom,47.28741,8.69596,3,3,1,4,5,3,1,4
ST-00905,EMEA,Italy,Integration Center,,45.51348,-6.457,3,3,2,1,4,1,4,4
ST-00906,APAC,Malaysia,Data Center,Maxis,26.5623,118.86483,2,2,0,0,2,8,4,4
ST-00907,AMER,Canada,Warehouse,,-33.58092,-91.89217,1,7,1,1,3,3,1,2
ST-00908,AMER,USA,Data Center,AT&T,4.26919,-63.94769,0,5,2,3,1,2,0,4
ST-00909,EMEA,UK,Warehouse,,59.75697,20.05305,2,1,1,3,0,4,4,4
ST-00910,EMEA,Italy,Cell Site,Telefónica,53.73354,6.61098,1,3,1,2,1,1,1,3
ST-00911,APAC,Japan,Cell Site,Maxis,23.26706,101.64086,2,4,0,0,0,2,0,7
ST-00912,AMER,Chile,Cell Site,Verizon,31.43368,-97.60861,1,0,2,2,4,3,1,3
ST-00913,APAC,Vietnam,Cell Site,Singtel,17.2726,131.56808,5,3,3,4,4,5,1,3
ST-00914,EMEA,UK,Cell Site,Three,59.49649,17.86234,2,4,1,4,4,3,0,4
ST-00915,EMEA,Austria,Warehouse,,39.93164,12.84294,2,3,2,1,3,2,1,6
ST-00916,EMEA,Czechia,Cell Site,Orange,49.01282,28.6306,4,1,5,1,3,3,1,2
ST-00917,EMEA,Spain,Cell Site,Three,56.00467,-8.03954,0,4,4,0,4,4,1,5
ST-00918,AMER,USA,Cell Site,TIM Brasil,-15.19161,-66.32304,0,4,4,1,0,2,0,4
ST-00919,EMEA,Italy,Warehouse,,59.3118,1.78689,0,1,0,0,1,3,5,3
ST-00920,EMEA,Germany,Integration Center,,52.26822,2.31207,3,2,1,0,3,3,3,3
ST-00921,EMEA,Germany,Cell Site,Telefónica,36.02742,23.17922,2,9,5,1,1,3,3,2
ST-00922,EMEA,Sweden,Cell Site,Deutsche Telekom,53.47124,-7.86787,3,4,6,1,2,4,1,3
ST-00923,APAC,India,Cell Site,Singtel,6.67302,139.97664,3,2,2,3,1,1,2,2
ST-00924,EMEA,Germany,Warehouse,,51.26903,22.01723,3,2,0,4,2,2,2,3
ST-00925,EMEA,France,Data Center,Telefónica,44.71563,10.72987,5,0,2,4,1,5,5,4
ST-00926,AMER,Mexico,Data Center,Rogers,20.78935,-67.75918,0,2,3,4,2,6,1,1
ST-00927,AMER,Canada,Warehouse,,-4.49842,-73.10949,1,3,4,0,1,0,1,2
ST-00928,EMEA,Sweden,Cell Site,Telia,54.39145,22.2053,4,1,0,0,2,5,2,7
ST-00929,EMEA,Austria,Cell Site,Telenor,47.48103,8.93455,4,1,3,0,1,1,2,5
ST-00930,APAC,Thailand,Cell Site,Telstra,5.07678,114.88625,5,7,4,3,1,3,1,4
ST-00931,APAC,Australia,Cell Site,SK Telecom,28.3754,136.0294,1,3,2,2,4,2,1,1
ST-00932,AMER,Brazil,Cell Site,AT&T,-23.73204,-61.24459,2,6,3,0,2,2,1,4
ST-00933,EMEA,France,Integration Center,,40.85181,-2.96536,4,2,1,6,2,4,0,4
ST-00934,EMEA,France,Warehouse,,37.86294,29.60546,2,3,1,3,1,3,3,5
ST-00935,EMEA,France,Warehouse,,49.02546,0.824,2,3,1,2,1,3,4,6
ST-00936,EMEA,Austria,Cell Site,Vodafone,42.93835,28.01085,0,2,2,2,2,1,3,3
ST-00937,EMEA,Germany,Warehouse,,57.49921,3.99934,5,3,3,1,2,3,2,3
ST-00938,APAC,Malaysia,Cell Site,Bharti Airtel,3.47983,131.67612,1,5,3,2,1,2,1,2
ST-00939,APAC,South Korea,Cell Site,Bharti Airtel,36.66246,131.87667,3,3,3,2,2,8,0,6
ST-00940,APAC,Singapore,Cell Site,Singtel,36.60619,118.7951,0,3,3,0,4,3,2,1
ST-00941,AMER,Brazil,Cell Site,TIM Brasil,40.5693,-62.24352,2,3,2,1,2,5,1,2
ST-00942,AMER,Canada,Warehouse,,45.09129,-76.51295,2,4,3,3,3,5,1,2
ST-00943,EMEA,Italy,Warehouse,,53.66328,18.85212,4,6,5,2,5,1,1,4
ST-00944,APAC,Indonesia,Data Center,Singtel,32.31562,101.44249,0,6,2,3,2,4,1,3
ST-00945,EMEA,Germany,Cell Site,Telefónica,35.05445,10.39598,1,4,2,3,1,2,2,3
ST-00946,EMEA,Czechia,Warehouse,,54.13877,-4.9951,1,2,2,3,2,4,0,2
ST-00947,AMER,Chile,Warehouse,,12.95085,-87.42364,1,0,3,3,4,0,1,6
ST-00948,EMEA,Germany,Cell Site,Telenor,55.95601,-5.98984,0,4,0,2,3,5,1,3
ST-00949,EMEA,Netherlands,Cell Site,Telia,56.19735,14.43069,1,3,2,1,2,5,0,3
ST-00950,EMEA,Germany,Warehouse,,57.98612,27.42507,0,0,0,1,2,6,3,4
ST-00951,EMEA,Austria,Cell Site,Vodafone,55.22193,11.20441,2,4,2,4,1,3,1,5
ST-00952,EMEA,Spain,Cell Site,Three,38.56397,-0.98304,1,2,1,2,4,4,3,4
ST-00953,EMEA,Sweden,Data Center,Telenor,45.4438,19.16086,4,3,2,3,2,1,0,3
ST-00954,EMEA,Germany,Integration Center,,48.62136,7.53208,3,3,2,1,1,6,0,4
ST-00955,EMEA,Czechia,Cell Site,Telefónica,46.93836,19.65946,4,4,3,2,3,2,3,4
ST-00956,EMEA,Netherlands,Warehouse,,35.85891,7.70524,5,0,2,1,3,3,3,4
ST-00957,APAC,China,Cell Site,NTT Docomo,23.33542,119.43567,3,0,3,1,2,2,1,3
ST-00958,APAC,China,Warehouse,,25.1288,92.67247,4,7,2,1,1,5,1,1
ST-00959,EMEA,UK,Integration Center,,48.9487,12.02198,3,4,2,2,3,4,2,2
ST-00960,EMEA,Italy,Integration Center,,56.37135,20.40308,2,3,1,1,2,4,2,1
ST-00961,APAC,Thailand,Integration Center,,2.21784,117.79577,2,5,3,3,1,3,0,4
ST-00962,APAC,Indonesia,Data Center,NTT Docomo,27.94682,119.00716,3,1,1,0,4,4,1,3
ST-00963,EMEA,Poland,Warehouse,,51.90923,-5.33376,3,6,1,1,0,3,1,7
ST-00964,EMEA,Spain,Cell Site,Vodafone,39.23105,13.30949,1,6,2,1,1,5,2,7
ST-00965,EMEA,Poland,Cell Site,Telefónica,55.01714,-8.96044,2,2,5,4,2,4,2,5
ST-00966,AMER,Canada,Cell Site,Bell,4.26162,-60.31785,2,1,3,1,1,2,1,7
ST-00967,EMEA,Italy,Cell Site,Three,54.14364,8.00746,1,1,2,4,3,5,1,2
ST-00968,EMEA,Czechia,Cell Site,Telefónica,37.45101,4.3673,3,2,2,5,3,2,0,5
ST-00969,EMEA,France,Data Center,Telefónica,38.86072,26.83116,3,0,2,4,6,5,0,1
ST-00970,EMEA,France,Cell Site,Deutsche Telekom,52.14111,24.2279,4,5,1,1,3,3,2,2
ST-00971,APAC,China,Cell Site,China Mobile,36.00112,120.34449,2,5,2,2,3,3,1,6
ST-00972,APAC,Indonesia,Cell Site,Maxis,1.25734,117.8036,2,4,1,2,2,4,3,4
ST-00973,AMER,Canada,Cell Site,TIM Brasil,37.22455,-87.42041,2,3,1,2,1,3,1,4
ST-00974,EMEA,France,Cell Site,Three,58.19379,29.87277,3,2,5,3,1,4,0,3
ST-00975,EMEA,Austria,Integration Center,,48.73157,11.24964,2,6,2,2,1,3,1,6
ST-00976,APAC,India,Integration Center,,26.55238,118.31694,2,2,1,2,2,1,1,4
ST-00977,EMEA,Austria,Cell Site,Deutsche Telekom,39.0114,0.84436,3,2,3,3,1,3,2,3
ST-00978,AMER,USA,Integration Center,,-16.83901,-97.11498,1,1,2,1,4,2,0,5
ST-00979,AMER,USA,Cell Site,AT&T,-22.36498,-61.10691,1,1,4,3,2,2,0,5
ST-00980,APAC,Japan,Warehouse,,22.64423,96.29517,2,4,1,1,3,3,1,1
ST-00981,EMEA,Austria,Cell Site,Vodafone,52.82738,9.07152,3,1,1,3,4,1,2,3
ST-00982,APAC,Singapore,Data Center,Reliance Jio,9.76218,137.17852,4,2,3,2,1,1,3,5
ST-00983,EMEA,Sweden,Cell Site,Orange,40.61358,-6.09641,3,1,6,3,4,2,2,2
ST-00984,EMEA,Austria,Warehouse,,40.14432,26.47713,2,3,1,2,2,2,2,1
ST-00985,APAC,Vietnam,Integration Center,,34.45404,134.71623,1,4,1,3,1,4,2,6
ST-00986,APAC,China,Cell Site,Reliance Jio,36.73098,93.87493,3,3,1,0,2,3,4,4
ST-00987,EMEA,Czechia,Data Center,A1 Telekom,52.7833,16.58085,3,3,1,1,2,1,1,7
ST-00988,AMER,Colombia,Cell Site,AT&T,54.36175,-71.41303,3,6,3,2,0,2,0,3
ST-00989,EMEA,Netherlands,Integration Center,,54.80079,18.59946,2,4,1,1,0,1,3,4
ST-00990,AMER,USA,Cell Site,T-Mobile US,20.85236,-77.87906,1,6,0,1,2,2,0,3
ST-00991,AMER,USA,Data Center,T-Mobile US,52.23344,-62.54632,5,1,4,3,3,1,4,4
ST-00992,AMER,Mexico,Integration Center,,4.40651,-88.63385,3,5,3,0,0,4,0,3
ST-00993,EMEA,UK,Warehouse,,47.72673,19.84458,6,2,0,2,3,2,2,2
ST-00994,AMER,Mexico,Integration Center,,1.08529,-78.51076,2,6,0,2,2,2,0,2
ST-00995,EMEA,Sweden,Data Center,Telefónica,42.46765,7.10817,3,4,0,1,4,3,3,3
ST-00996,AMER,USA,Cell Site,TIM Brasil,51.15659,-91.40567,3,5,5,2,2,3,3,2
ST-00997,EMEA,Sweden,Data Center,A1 Telekom,59.71836,-1.3784,3,2,3,4,1,2,3,5
ST-00998,APAC,China,Warehouse,,13.4502,94.35825,5,0,2,4,4,4,4,4
ST-00999,APAC,South Korea,Cell Site,SK Telecom,30.33172,90.88172,3,6,2,3,4,3,2,2
ST-01000,EMEA,Sweden,Warehouse,,54.69602,13.08533,0,2,3,2,0,5,1,5
ST-01001,APAC,China,Warehouse,,30.20192,129.15602,3,1,5,5,2,3,1,6
ST-01002,EMEA,Netherlands,Cell Site,Orange,38.10956,-9.14435,2,3,0,2,1,3,1,6
ST-01003,APAC,Australia,Cell Site,Telstra,7.58189,109.20338,1,1,2,0,5,4,4,3
ST-01004,AMER,Chile,Cell Site,Bell,-28.40152,-81.73042,2,6,4,2,5,1,1,6
ST-01005,EMEA,Germany,Data Center,Orange,42.12723,4.5534,6,4,3,3,5,1,0,3
ST-01006,EMEA,Spain,Warehouse,,58.50919,18.97083,1,2,3,0,2,1,0,5
ST-01007,APAC,Indonesia,Warehouse,,26.66824,122.67826,3,4,2,2,2,4,0,8
ST-01008,APAC,India,Cell Site,China Mobile,22.65986,115.64902,0,5,3,4,0,2,2,2
ST-01009,AMER,Canada,Cell Site,AT&T,44.39373,-96.99992,1,0,0,1,2,4,2,3
ST-01010,EMEA,Italy,Cell Site,Vodafone,42.213,-5.83491,1,1,3,1,4,3,4,2
ST-01011,EMEA,Germany,Cell Site,Telenor,35.27632,-9.44532,1,3,4,0,3,4,3,3
ST-01012,AMER,Chile,Cell Site,Rogers,-32.83912,-72.7305,2,2,2,1,2,0,3,5
ST-01013,EMEA,Sweden,Warehouse,,37.78512,-1.90364,0,3,5,1,3,6,2,6
ST-01014,APAC,Thailand,Warehouse,,17.34038,103.46251,6,2,0,3,0,1,1,7
ST-01015,EMEA,UK,Cell Site,A1 Telekom,55.41744,14.93816,2,7,2,3,2,4,4,4
ST-01016,AMER,Argentina,Cell Site,Rogers,-5.00223,-87.28868,2,2,0,1,0,4,2,4
ST-01017,EMEA,Czechia,Cell Site,Three,52.09234,-3.1732,3,4,2,5,1,5,2,7
ST-01018,APAC,Singapore,Cell Site,SK Telecom,11.94128,107.67169,2,5,3,5,4,2,1,6
ST-01019,EMEA,Netherlands,Cell Site,Telenor,46.36614,-2.37873,0,2,5,0,5,1,1,6
ST-01020,EMEA,Sweden,Cell Site,Vodafone,38.93082,29.5984,1,1,4,0,1,2,0,2
ST-01021,EMEA,France,Cell Site,Telefónica,57.82995,10.94473,4,3,1,4,2,2,0,3
ST-01022,EMEA,Austria,Cell Site,Orange,54.13876,16.96015,2,4,2,1,0,4,5,1
ST-01023,APAC,Australia,Warehouse,,3.92946,115.89487,3,3,1,3,1,4,1,5
ST-01024,APAC,Thailand,Cell Site,Telstra,8.17286,119.20292,3,5,1,3,0,2,1,6
ST-01025,EMEA,UK,Cell Site,Telenor,36.54479,-3.48365,1,2,3,0,0,1,1,3
ST-01026,EMEA,Poland,Cell Site,Orange,54.54295,23.7299,1,4,5,2,4,3,4,3
ST-01027,AMER,Chile,Data Center,Rogers,46.67145,-64.13094,1,3,2,2,2,1,4,6
ST-01028,AMER,Argentina,Integration Center,,46.63261,-96.21164,3,2,1,3,5,2,0,4
ST-01029,APAC,Indonesia,Cell Site,Singtel,26.72006,125.05269,5,5,0,3,1,5,1,1
ST-01030,EMEA,UK,Cell Site,Orange,41.70488,29.71723,4,1,1,5,2,2,4,4
ST-01031,APAC,South Korea,Integration Center,,12.14731,118.7444,2,3,6,2,1,6,1,4
ST-01032,EMEA,Poland,Cell Site,Vodafone,56.80889,1.56744,1,2,3,2,2,5,0,1
ST-01033,AMER,Colombia,Cell Site,Verizon,19.58548,-71.19941,1,2,0,1,0,3,3,6
ST-01034,EMEA,Germany,Cell Site,Telefónica,50.66777,6.2386,2,5,1,2,0,0,0,4
ST-01035,AMER,Chile,Cell Site,Claro,50.02794,-75.5076,4,2,2,2,0,8,1,2
ST-01036,EMEA,Sweden,Integration Center,,40.60901,22.24517,0,1,2,1,1,3,1,7
ST-01037,EMEA,Czechia,Cell Site,Telia,51.39696,-5.61939,1,3,1,1,1,2,2,3
ST-01038,EMEA,Poland,Cell Site,Telenor,41.95355,-3.67448,5,4,4,0,1,1,1,3
ST-01039,APAC,Japan,Cell Site,NTT Docomo,3.83425,101.50999,3,1,0,0,7,4,6,10
ST-01040,AMER,Canada,Cell Site,Claro,-9.96755,-81.33899,2,4,1,1,2,2,0,6
ST-01041,AMER,Argentina,Cell Site,Bell,52.23367,-62.26925,6,3,0,1,3,2,4,4
ST-01042,AMER,Mexico,Warehouse,,32.83149,-74.13954,4,3,1,1,0,3,1,3
ST-01043,AMER,Argentina,Cell Site,AT&T,50.25454,-94.30211,3,4,1,3,3,6,4,6
ST-01044,EMEA,Netherlands,Cell Site,Telenor,43.25826,12.13309,2,3,1,0,3,1,4,8
ST-01045,EMEA,Czechia,Cell Site,Telia,55.34835,14.95147,2,2,1,2,3,2,1,4
ST-01046,EMEA,Austria,Warehouse,,55.22173,-3.877,5,3,1,3,4,2,2,5
ST-01047,EMEA,France,Cell Site,Orange,39.81837,19.62261,1,5,1,3,1,2,3,5
ST-01048,EMEA,Germany,Warehouse,,43.70789,7.44378,2,1,0,3,0,4,2,6
ST-01049,AMER,Mexico,Data Center,Verizon,36.24981,-97.19855,1,1,2,4,1,5,1,3
ST-01050,EMEA,France,Cell Site,Orange,39.19949,1.83243,6,5,4,2,1,3,0,3
ST-01051,EMEA,Germany,Warehouse,,57.08734,6.19523,2,2,9,1,2,1,5,5
ST-01052,APAC,South Korea,Cell Site,Telstra,10.83225,123.92137,1,2,2,4,2,2,1,1
ST-01053,APAC,India,Cell Site,Bharti Airtel,2.18132,128.75534,3,0,2,1,3,2,2,4
ST-01054,EMEA,Sweden,Cell Site,A1 Telekom,52.44732,-7.79667,3,1,4,1,0,5,0,4
ST-01055,AMER,Canada,Cell Site,Claro,9.8226,-83.83398,2,5,1,1,0,1,1,5
ST-01056,EMEA,Germany,Data Center,Telefónica,38.95348,-3.83821,1,2,2,2,0,3,1,5
ST-01057,EMEA,Germany,Cell Site,Deutsche Telekom,39.00496,13.9865,1,4,5,1,4,5,1,5
ST-01058,APAC,Singapore,Warehouse,,7.67316,92.9798,6,1,2,1,3,2,0,5
ST-01059,APAC,Indonesia,Cell Site,Maxis,38.3455,91.95859,4,2,2,5,2,6,0,6
ST-01060,EMEA,Spain,Cell Site,Orange,51.5974,27.44132,1,1,4,1,2,9,1,4
ST-01061,EMEA,Czechia,Integration Center,,35.94838,28.62928,2,6,1,1,2,2,5,2
ST-01062,AMER,Mexico,Warehouse,,10.21052,-68.59659,2,3,2,4,1,2,1,4
ST-01063,AMER,USA,Cell Site,Verizon,21.26097,-75.32612,4,2,2,0,3,4,2,1
ST-01064,APAC,China,Cell Site,China Mobile,31.76158,93.272,7,7,3,0,1,2,1,3
ST-01065,AMER,Canada,Warehouse,,0.31509,-61.21728,3,1,5,3,3,6,3,3
ST-01066,EMEA,Germany,Cell Site,Orange,36.36468,0.51183,1,0,1,3,2,4,1,2
ST-01067,EMEA,Sweden,Warehouse,,51.80267,-5.98258,3,2,1,2,2,2,1,1
ST-01068,EMEA,France,Warehouse,,48.41684,18.53482,2,4,1,4,0,5,1,5
ST-01069,EMEA,Netherlands,Cell Site,Vodafone,53.93551,12.44758,2,1,4,1,2,2,1,4
ST-01070,EMEA,Austria,Cell Site,Telia,47.51576,18.55555,3,1,4,3,1,2,2,6
ST-01071,EMEA,Netherlands,Cell Site,Vodafone,38.62649,17.22072,1,2,0,4,3,5,2,4
ST-01072,EMEA,Poland,Cell Site,Telia,57.98113,17.31012,1,3,1,1,2,2,0,0
ST-01073,APAC,China,Warehouse,,2.81364,115.29931,2,2,1,4,2,4,1,7
ST-01074,EMEA,Netherlands,Cell Site,Telenor,53.15688,-8.27023,2,4,4,1,3,6,1,4
ST-01075,APAC,Thailand,Cell Site,Singtel,30.72573,104.08014,2,3,2,6,2,3,1,6
ST-01076,EMEA,Czechia,Data Center,Deutsche Telekom,49.71933,28.65374,4,4,3,0,2,6,1,6
ST-01077,APAC,Australia,Cell Site,Singtel,39.80225,121.72038,0,2,1,2,2,5,1,4
ST-01078,EMEA,Sweden,Warehouse,,47.28709,-2.89231,4,5,3,2,4,3,2,3
ST-01079,EMEA,France,Cell Site,Telefónica,40.20834,7.168,1,1,2,2,1,0,1,1
ST-01080,EMEA,UK,Integration Center,,52.55716,20.77212,0,2,1,4,4,4,1,2
ST-01081,EMEA,France,Data Center,Three,40.54771,11.41667,1,3,0,2,0,2,2,3
ST-01082,EMEA,Czechia,Warehouse,,49.79013,25.72312,4,3,2,1,1,3,3,2
