sku_id,total_returns,avg_inventory,total_shipped_qty,failure_rate,vendor,category,technology,unit_weight_kg,unit_volume_m3,std_cost_usd,supplier_nominal_lead_time_days,DOA,FIRMWARE,INTERMITTENT,MECH_DAMAGE,NO_POWER,OTHER,OVERHEAT,RF_FAULT
SKU-03337,6,8.621621621621621,345,0.017391304347826087,HPE Aruba,RAN,4G,53.5,0.5477,434.86,48,2,1,0,0,0,2,0,1
SKU-02421,6,9.864864864864865,345,0.017391304347826087,NEC,Fiber,5G,19.5,0.213,134.78,34,0,2,2,0,0,0,0,2
SKU-04804,4,9.102564102564102,230,0.017391304347826087,Ericsson,Edge Router,Dual (4G/5G),36.54,0.3667,64.65,83,0,0,1,2,0,0,0,1
SKU-00463,5,9.0,288,0.017361111111111112,NEC,Cabling,4G,28.6,0.3021,717.92,16,1,1,1,0,0,0,0,2
SKU-04174,5,9.11111111111111,288,0.017361111111111112,HPE Aruba,Cabling,5G,16.01,0.1796,483.02,44,1,1,0,0,0,2,0,1
SKU-04508,4,8.975,231,0.017316017316017316,HPE Aruba,Cabling,5G,35.32,0.3617,86.48,7,1,0,0,1,0,2,0,0
SKU-02130,4,9.292682926829269,231,0.017316017316017316,Nokia,Fiber,5G,30.35,0.3112,250.05,36,1,0,1,1,0,0,0,1
SKU-01368,5,8.838709677419354,289,0.01730103806228374,HPE Aruba,RAN,4G,10.51,0.113,966.17,38,0,2,1,1,0,0,0,1
SKU-01761,5,9.666666666666666,289,0.01730103806228374,HPE Aruba,Microwave,5G,68.86,0.7046,2276.9,23,0,0,1,1,1,1,0,1
SKU-03601,6,9.307692307692308,347,0.01729106628242075,Ericsson,Microwave,5G,11.65,0.132,300.05,10,2,1,0,1,0,0,0,2
SKU-02095,6,8.30952380952381,347,0.01729106628242075,HPE Aruba,Optical Transport,5G,19.93,0.2156,738.0,37,1,0,2,0,0,0,1,2
SKU-02389,6,9.1875,347,0.01729106628242075,NEC,Power,4G,24.12,0.2431,430.64,77,3,1,0,0,0,0,0,2
SKU-00056,6,9.348837209302326,347,0.01729106628242075,ZTE,RAN,Dual (4G/5G),4.33,0.0565,258.17,19,0,2,1,0,1,1,0,1
SKU-00760,5,8.942857142857143,290,0.017241379310344827,NEC,RAN,4G,37.73,0.3962,685.42,39,2,0,2,1,0,0,0,0
SKU-04315,5,9.27027027027027,290,0.017241379310344827,Samsung,Cabling,5G,27.91,0.2816,271.67,40,0,0,0,1,2,1,0,1
SKU-00927,6,9.774193548387096,348,0.017241379310344827,Nokia,RAN,5G,29.01,0.306,393.49,67,0,0,0,0,2,2,0,2
SKU-03299,5,9.05,290,0.017241379310344827,Nokia,Antenna,5G,6.7,0.0778,397.49,47,1,2,0,0,0,2,0,0
SKU-02995,6,8.435897435897436,348,0.017241379310344827,NEC,Core,Dual (4G/5G),11.64,0.133,373.52,12,2,0,1,0,0,1,0,2
SKU-02369,6,9.0,349,0.017191977077363897,Ericsson,Antenna,4G,6.94,0.0774,817.29,71,0,1,0,0,1,1,0,3
SKU-01681,6,9.777777777777779,349,0.017191977077363897,Huawei,Fiber,5G,25.58,0.2727,459.09,40,0,1,0,1,1,2,1,0
SKU-01370,5,7.59375,291,0.01718213058419244,Samsung,RAN,4G,22.35,0.23,716.65,59,0,1,1,0,0,1,0,2
SKU-02701,4,9.853658536585366,233,0.017167381974248927,Juniper,Power,4G,32.36,0.3337,1032.54,7,1,0,0,0,0,0,2,1
SKU-02912,5,8.473684210526315,292,0.017123287671232876,Ericsson,Core,4G,15.78,0.1703,984.81,33,0,1,1,1,1,0,1,0
SKU-04039,5,8.71875,292,0.017123287671232876,NEC,Fiber,5G,7.51,0.0922,1209.79,56,1,2,0,0,0,0,1,1
SKU-02240,4,8.790697674418604,234,0.017094017094017096,Samsung,Core,5G,20.82,0.2158,304.87,46,1,1,1,0,0,0,0,1
SKU-04948,4,9.05,234,0.017094017094017096,HPE Aruba,Optical Transport,5G,4.76,0.0593,319.7,40,1,0,1,0,0,1,1,0
SKU-04682,4,9.022222222222222,234,0.017094017094017096,Ciena,Core,Dual (4G/5G),53.26,0.5457,319.18,22,0,0,1,0,0,0,0,3
SKU-02290,4,8.681818181818182,234,0.017094017094017096,Huawei,RAN,5G,46.53,0.4827,282.32,39,0,1,0,0,2,1,0,0
SKU-03515,5,9.651162790697674,293,0.017064846416382253,Ericsson,Edge Router,4G,5.85,0.0635,2010.93,17,1,0,1,1,0,0,0,2
SKU-03749,5,9.263157894736842,293,0.017064846416382253,Cisco,Edge Router,5G,18.31,0.1966,330.25,55,0,2,0,0,0,0,2,1
SKU-03732,4,9.263157894736842,235,0.01702127659574468,ZTE,Edge Router,4G,13.89,0.1507,835.04,63,1,0,1,0,0,1,0,1
SKU-01152,4,9.333333333333334,235,0.01702127659574468,NEC,Optical Transport,Dual (4G/5G),10.55,0.1166,119.06,44,1,0,1,0,0,2,0,0
SKU-04797,5,8.591836734693878,294,0.017006802721088437,Samsung,Core,4G,9.28,0.1093,326.55,21,0,2,0,0,1,1,0,1
SKU-00230,5,8.88,294,0.017006802721088437,HPE Aruba,RAN,5G,5.17,0.0684,148.84,23,0,0,0,1,1,1,0,2
SKU-01424,5,8.24390243902439,294,0.017006802721088437,HPE Aruba,RAN,4G,12.67,0.1434,318.69,13,0,0,0,1,0,0,0,4
SKU-04063,5,9.228070175438596,294,0.017006802721088437,Juniper,Antenna,5G,3.19,0.0506,284.65,11,1,0,2,0,0,2,0,0
SKU-00233,6,8.659574468085106,353,0.0169971671388102,Nokia,Fiber,4G,3.87,0.0402,380.73,56,0,1,0,1,0,2,0,2
SKU-04999,6,9.380952380952381,353,0.0169971671388102,Huawei,Small Cell,4G,46.61,0.469,277.31,24,1,1,0,1,0,0,0,3
SKU-03992,4,9.157894736842104,236,0.01694915254237288,Nokia,Cabling,4G,18.0,0.1896,594.56,84,0,0,0,3,0,0,0,1
SKU-03792,7,9.41025641025641,413,0.01694915254237288,ZTE,Cabling,5G,14.65,0.157,541.58,84,2,0,1,0,0,3,1,0
SKU-04223,5,10.0,295,0.01694915254237288,NEC,Small Cell,5G,34.96,0.3593,469.93,33,2,0,0,0,0,2,0,1
SKU-03138,4,9.114285714285714,236,0.01694915254237288,ZTE,RAN,Dual (4G/5G),16.67,0.1798,175.84,6,0,1,0,0,1,1,0,1
SKU-03441,5,8.465116279069768,295,0.01694915254237288,Huawei,RAN,Dual (4G/5G),11.69,0.1243,51.24,56,0,0,0,0,2,1,0,2
SKU-02496,5,8.457142857142857,295,0.01694915254237288,NEC,Microwave,5G,8.23,0.0843,656.79,15,1,1,2,0,0,1,0,0
SKU-04402,4,9.181818181818182,236,0.01694915254237288,Juniper,Antenna,5G,14.64,0.1627,514.46,68,0,0,1,0,0,2,0,1
SKU-03552,4,8.794871794871796,236,0.01694915254237288,Ciena,Power,4G,8.1,0.0816,427.83,8,1,0,2,1,0,0,0,0
SKU-03589,6,8.794871794871796,355,0.016901408450704224,Huawei,Core,5G,30.04,0.3176,453.7,30,0,2,2,1,0,0,0,1
SKU-01199,6,9.043478260869565,355,0.016901408450704224,Ericsson,Microwave,5G,15.64,0.1724,212.78,47,0,1,0,0,0,3,0,2
SKU-02959,6,8.8125,355,0.016901408450704224,Samsung,Cabling,4G,45.0,0.4586,112.93,16,0,0,0,2,1,1,1,1
SKU-00036,5,8.224489795918368,296,0.016891891891891893,Samsung,RAN,5G,6.0,0.0741,662.51,13,0,2,0,0,1,0,0,2
SKU-02361,5,10.2,296,0.016891891891891893,Samsung,Small Cell,Dual (4G/5G),28.25,0.2899,113.1,42,0,1,0,1,2,1,0,0
SKU-01740,5,9.705882352941176,296,0.016891891891891893,HPE Aruba,RAN,5G,25.96,0.2782,175.54,32,2,1,0,0,1,0,1,0
SKU-03434,5,8.923076923076923,296,0.016891891891891893,Juniper,Microwave,4G,8.59,0.0859,1086.99,13,1,1,0,0,0,0,2,1
SKU-01063,4,8.342105263157896,237,0.016877637130801686,Cisco,RAN,5G,38.28,0.3952,380.76,53,0,1,0,0,0,2,0,1
SKU-03285,4,7.673913043478261,237,0.016877637130801686,Ciena,RAN,5G,18.03,0.1961,99.97,31,2,0,0,1,0,0,1,0
SKU-03458,4,9.282051282051283,237,0.016877637130801686,ZTE,RAN,5G,19.7,0.2018,1133.33,44,0,0,0,1,0,0,2,1
SKU-03674,4,8.853658536585366,237,0.016877637130801686,HPE Aruba,RAN,5G,25.23,0.2707,675.29,6,0,1,0,0,0,0,1,2
SKU-02161,4,9.1875,237,0.016877637130801686,Samsung,Small Cell,4G,29.14,0.294,364.49,27,1,0,0,0,1,0,1,1
SKU-01099,7,8.833333333333334,415,0.016867469879518072,Ciena,Small Cell,5G,15.5,0.1612,63.78,86,1,2,0,0,0,1,1,2
SKU-04539,6,9.05,356,0.016853932584269662,Huawei,RAN,Dual (4G/5G),14.45,0.1584,360.82,20,0,0,0,0,2,1,0,3
SKU-03317,5,8.606060606060606,297,0.016835016835016835,Ciena,RAN,5G,13.71,0.1516,127.28,67,0,3,1,0,1,0,0,0
SKU-01509,5,7.926829268292683,297,0.016835016835016835,Ericsson,RAN,5G,20.4,0.2229,782.76,54,0,3,0,0,0,1,0,1
SKU-02098,4,8.395348837209303,238,0.01680672268907563,ZTE,Small Cell,5G,26.43,0.2652,321.44,65,1,0,1,1,0,0,0,1
SKU-00358,4,9.71111111111111,238,0.01680672268907563,NEC,RAN,5G,17.57,0.1904,86.21,34,0,0,1,0,0,2,1,0
SKU-02517,5,8.58974358974359,298,0.016778523489932886,HPE Aruba,RAN,5G,2.45,0.0345,227.2,76,1,1,0,1,0,1,0,1
SKU-01871,5,9.763157894736842,298,0.016778523489932886,NEC,Small Cell,5G,7.46,0.087,368.02,77,1,1,0,2,0,1,0,0
SKU-02624,3,9.157894736842104,179,0.01675977653631285,Samsung,Power,Dual (4G/5G),8.86,0.1054,478.09,52,0,0,1,0,0,1,0,1
SKU-03185,5,9.477272727272727,299,0.016722408026755852,NEC,RAN,5G,45.5,0.4727,83.67,33,1,1,0,1,0,1,0,1
SKU-02628,5,10.179487179487179,299,0.016722408026755852,ZTE,Small Cell,5G,7.18,0.0743,171.71,72,0,2,0,0,0,1,1,1
SKU-03072,6,8.375,359,0.016713091922005572,Huawei,Small Cell,5G,7.42,0.0901,452.31,32,2,1,0,0,1,0,0,2
SKU-01080,7,7.681818181818182,419,0.016706443914081145,Juniper,Optical Transport,5G,12.89,0.1405,823.13,70,0,1,2,1,0,1,0,2
SKU-04780,3,7.209302325581396,180,0.016666666666666666,Samsung,RAN,4G,9.77,0.113,426.18,84,1,0,0,1,0,1,0,0
SKU-01330,5,7.704545454545454,300,0.016666666666666666,Juniper,Edge Router,Dual (4G/5G),40.53,0.407,774.79,67,0,1,0,1,0,0,2,1
SKU-00080,4,9.037037037037036,240,0.016666666666666666,HPE Aruba,Core,5G,19.81,0.2127,162.28,39,1,0,1,0,1,0,0,1
SKU-01773,5,9.0,300,0.016666666666666666,ZTE,RAN,Dual (4G/5G),25.64,0.2697,52.33,29,0,0,0,1,1,1,1,1
SKU-00940,3,9.37037037037037,180,0.016666666666666666,Juniper,Power,5G,6.2,0.0721,367.29,53,0,0,0,1,0,0,0,2
SKU-03398,5,9.9375,300,0.016666666666666666,Cisco,Fiber,5G,9.47,0.0955,144.77,62,0,1,1,0,0,1,2,0
SKU-04717,6,9.829268292682928,360,0.016666666666666666,HPE Aruba,Fiber,4G,8.55,0.0965,462.46,18,3,0,0,1,0,0,1,1
SKU-03921,6,9.65625,360,0.016666666666666666,ZTE,Edge Router,5G,12.96,0.1479,294.37,41,2,1,1,0,1,1,0,0
SKU-00163,4,10.244444444444444,240,0.016666666666666666,HPE Aruba,Antenna,5G,21.5,0.2156,482.28,26,0,2,0,0,0,1,0,1
SKU-04451,6,9.122448979591837,361,0.01662049861495845,ZTE,Optical Transport,5G,46.55,0.4691,564.98,74,0,1,1,0,3,0,0,1
SKU-00214,6,10.441176470588236,361,0.01662049861495845,ZTE,Small Cell,5G,40.4,0.4157,299.61,6,0,0,0,0,1,2,0,3
SKU-01558,5,9.682926829268293,301,0.016611295681063124,Ciena,Edge Router,4G,21.31,0.2258,167.24,22,1,1,0,0,0,2,0,1
SKU-00442,5,9.025,301,0.016611295681063124,Nokia,Core,4G,11.47,0.1256,111.71,78,0,1,0,0,1,0,2,1
SKU-01043,5,9.514285714285714,301,0.016611295681063124,ZTE,RAN,5G,15.59,0.1617,961.3,39,3,1,0,0,0,0,0,1
SKU-03995,4,9.452380952380953,241,0.016597510373443983,Nokia,Small Cell,Dual (4G/5G),14.25,0.1547,934.67,66,0,0,1,2,0,0,0,1
SKU-03706,7,8.425,422,0.016587677725118485,Cisco,Power,4G,23.89,0.239,390.97,72,1,2,1,1,0,1,0,1
SKU-04215,6,8.073170731707316,362,0.016574585635359115,Cisco,Small Cell,Dual (4G/5G),28.7,0.2914,558.21,50,0,2,0,1,1,0,1,1
SKU-01542,3,8.6,181,0.016574585635359115,Ciena,Cabling,5G,9.45,0.1144,105.43,56,0,3,0,0,0,0,0,0
SKU-03415,5,9.233333333333333,302,0.016556291390728478,Ericsson,Core,4G,6.27,0.0659,500.48,17,0,1,1,0,1,1,0,1
SKU-01561,6,7.883720930232558,363,0.01652892561983471,HPE Aruba,Small Cell,4G,19.28,0.2003,931.78,80,0,2,1,1,0,2,0,0
SKU-03971,5,9.08108108108108,303,0.0165016501650165,ZTE,Power,Dual (4G/5G),8.56,0.1009,636.13,57,1,0,0,0,2,1,1,0
SKU-00473,6,9.382352941176471,364,0.016483516483516484,NEC,Edge Router,4G,1.58,0.0171,431.94,49,0,0,1,1,1,2,0,1
SKU-00521,3,8.577777777777778,182,0.016483516483516484,ZTE,Cabling,4G,6.17,0.0805,555.42,72,1,0,2,0,0,0,0,0
SKU-03111,6,9.294117647058824,364,0.016483516483516484,Nokia,Power,5G,11.74,0.1331,308.86,19,2,0,0,1,1,0,1,1
SKU-02468,4,8.157894736842104,243,0.01646090534979424,Ericsson,Fiber,Dual (4G/5G),17.2,0.1752,1714.9,43,0,1,0,1,0,1,0,1
SKU-04963,5,9.875,304,0.01644736842105263,Nokia,Fiber,5G,9.09,0.1019,380.87,6,0,1,0,0,1,0,0,3
SKU-00811,4,9.72340425531915,244,0.01639344262295082,Huawei,Edge Router,5G,26.53,0.2832,289.15,73,1,0,1,0,0,1,0,1
SKU-04627,4,9.027027027027026,244,0.01639344262295082,Huawei,Cabling,Dual (4G/5G),7.83,0.0916,373.92,68,1,1,0,0,0,1,0,1
SKU-04985,4,9.041666666666666,244,0.01639344262295082,Ciena,Fiber,4G,32.17,0.3328,856.21,88,0,0,1,0,1,0,1,1
SKU-01939,5,9.279069767441861,305,0.01639344262295082,ZTE,Small Cell,4G,12.68,0.1444,519.24,38,0,3,1,0,0,0,0,1
SKU-03396,6,8.461538461538462,366,0.01639344262295082,Ciena,Power,5G,12.97,0.1443,359.93,46,2,0,0,2,1,0,0,1
SKU-00600,5,8.75438596491228,305,0.01639344262295082,Ericsson,Cabling,4G,4.66,0.0532,72.56,71,0,0,0,0,0,2,0,3
SKU-01081,5,9.175,306,0.016339869281045753,Huawei,Edge Router,5G,32.36,0.334,592.96,19,1,1,0,0,0,0,0,3
SKU-00806,5,9.321428571428571,306,0.016339869281045753,Ericsson,Fiber,5G,11.6,0.1268,324.31,43,2,1,0,0,0,1,0,1
SKU-03746,5,9.275,306,0.016339869281045753,Nokia,Antenna,5G,21.43,0.2182,48.32,7,1,0,0,1,0,0,1,2
SKU-04114,4,9.282051282051283,245,0.0163265306122449,Ciena,RAN,4G,10.52,0.1177,954.21,75,1,0,0,2,0,0,1,0
SKU-01649,4,8.970588235294118,245,0.0163265306122449,Cisco,Small Cell,5G,26.3,0.2717,431.52,67,0,2,0,0,0,0,0,2
SKU-03720,5,8.976744186046512,307,0.016286644951140065,HPE Aruba,Cabling,4G,23.51,0.2468,195.37,84,1,1,1,0,0,0,0,2
SKU-02295,5,8.693877551020408,307,0.016286644951140065,Ciena,Small Cell,5G,11.08,0.1122,1642.02,33,2,0,1,1,0,0,1,0
SKU-00201,6,8.975609756097562,369,0.016260162601626018,Cisco,Optical Transport,4G,36.91,0.3832,198.25,27,2,1,1,0,0,2,0,0
SKU-02458,5,9.134615384615385,308,0.016233766233766232,Ciena,Power,5G,8.13,0.0834,843.67,36,0,1,0,0,2,0,1,1
SKU-04164,5,9.0,308,0.016233766233766232,Huawei,Edge Router,4G,12.39,0.1257,207.1,68,0,0,0,1,0,2,1,1
SKU-04806,5,8.415094339622641,309,0.016181229773462782,NEC,RAN,4G,15.97,0.1727,772.27,85,0,0,0,0,0,2,0,3
SKU-00001,5,8.41025641025641,309,0.016181229773462782,Juniper,Cabling,5G,11.01,0.1236,360.72,27,1,0,1,2,1,0,0,0
SKU-03048,5,8.947368421052632,309,0.016181229773462782,Ciena,RAN,5G,1.56,0.0171,507.04,14,0,1,1,0,0,2,0,1
SKU-02823,6,8.8,371,0.016172506738544475,HPE Aruba,Antenna,4G,8.08,0.0875,1038.19,68,1,1,1,0,0,3,0,0
SKU-02964,6,8.208333333333334,371,0.016172506738544475,Ericsson,Core,4G,55.17,0.5571,474.83,87,0,1,0,0,0,1,0,4
SKU-03537,3,9.047619047619047,186,0.016129032258064516,Huawei,Edge Router,5G,64.06,0.6418,363.99,33,0,1,0,0,2,0,0,0
SKU-00835,4,9.5,248,0.016129032258064516,Samsung,Core,5G,5.85,0.0641,277.05,17,1,0,0,1,0,1,0,1
SKU-00722,5,9.581395348837209,310,0.016129032258064516,Ciena,Optical Transport,5G,5.67,0.0737,88.18,35,1,1,0,1,0,1,0,1
SKU-02489,5,10.26086956521739,310,0.016129032258064516,Ericsson,Optical Transport,5G,41.4,0.4175,649.45,22,0,1,0,1,2,1,0,0
SKU-02044,4,8.129032258064516,248,0.016129032258064516,Cisco,RAN,Dual (4G/5G),22.48,0.226,439.51,86,0,0,1,1,0,1,0,1
SKU-01779,4,8.363636363636363,248,0.016129032258064516,NEC,Optical Transport,5G,24.91,0.2683,251.64,47,0,1,0,0,1,0,2,0
SKU-00159,4,8.794117647058824,248,0.016129032258064516,NEC,RAN,5G,11.87,0.1348,429.79,69,1,2,0,0,0,0,0,1
SKU-02620,5,9.18421052631579,311,0.01607717041800643,Huawei,Power,4G,10.58,0.1254,385.82,58,1,1,0,1,0,0,0,2
SKU-03860,5,8.906976744186046,311,0.01607717041800643,NEC,Core,4G,31.41,0.3311,818.17,39,0,3,1,1,0,0,0,0
SKU-02103,4,9.121951219512194,249,0.01606425702811245,Juniper,Microwave,Dual (4G/5G),38.9,0.4063,614.95,49,0,0,0,0,3,1,0,0
SKU-00156,6,9.560975609756097,374,0.016042780748663103,Samsung,Core,Dual (4G/5G),71.3,0.7276,423.35,48,1,3,0,0,1,0,0,1
SKU-04433,5,7.511111111111111,312,0.016025641025641024,ZTE,RAN,5G,30.21,0.3124,833.7,11,0,1,0,0,2,1,0,1
SKU-02424,4,9.261904761904763,250,0.016,Huawei,Antenna,5G,5.15,0.0568,220.06,86,0,1,0,0,0,1,1,1
SKU-00539,4,9.594594594594595,250,0.016,NEC,Power,5G,22.96,0.2404,1165.82,86,1,0,2,0,0,0,0,1
SKU-01271,6,9.261904761904763,375,0.016,Huawei,Antenna,4G,38.96,0.4006,482.88,44,0,0,0,1,0,1,1,3
SKU-03160,4,7.821428571428571,250,0.016,Samsung,Core,5G,29.62,0.2984,340.75,75,1,0,0,1,0,2,0,0
SKU-01189,6,8.923076923076923,375,0.016,Juniper,Edge Router,4G,8.77,0.0878,741.9,39,2,1,1,0,1,0,0,1
SKU-04001,5,9.204545454545455,313,0.01597444089456869,Nokia,Optical Transport,Dual (4G/5G),2.16,0.0415,903.25,37,2,0,0,0,0,1,0,2
SKU-02709,5,9.585365853658537,313,0.01597444089456869,Nokia,Fiber,5G,5.28,0.0638,366.33,89,1,1,1,0,1,0,0,1
SKU-03379,4,8.935483870967742,251,0.01593625498007968,Ciena,RAN,Dual (4G/5G),22.6,0.2278,163.87,27,1,0,0,0,2,0,0,1
SKU-01245,4,8.685714285714285,251,0.01593625498007968,NEC,Power,5G,12.98,0.1379,108.91,74,1,0,0,0,0,1,0,2
SKU-02026,4,7.785714285714286,251,0.01593625498007968,ZTE,Small Cell,4G,45.13,0.4686,373.74,25,0,1,1,0,0,1,0,1
SKU-00125,6,9.371428571428572,377,0.015915119363395226,Ericsson,Fiber,5G,24.59,0.2548,1931.41,69,0,0,0,2,1,1,0,2
SKU-04187,6,9.86046511627907,377,0.015915119363395226,Huawei,Core,Dual (4G/5G),37.4,0.3806,471.61,31,0,1,1,1,1,2,0,0
SKU-04490,5,8.8125,315,0.015873015873015872,Juniper,Fiber,4G,14.86,0.1591,378.16,29,0,0,2,0,2,0,0,1
SKU-00908,4,9.785714285714286,252,0.015873015873015872,Nokia,RAN,4G,52.37,0.5427,207.44,88,0,0,0,0,1,1,1,1
SKU-00300,5,7.725,315,0.015873015873015872,HPE Aruba,Power,4G,35.55,0.3589,488.52,45,2,1,1,0,0,0,0,1
SKU-01753,4,9.157894736842104,252,0.015873015873015872,NEC,RAN,4G,43.86,0.4452,1480.45,70,0,0,0,0,1,2,0,1
SKU-04537,3,9.666666666666666,189,0.015873015873015872,Huawei,Power,Dual (4G/5G),23.9,0.2404,157.78,7,1,1,1,0,0,0,0,0
SKU-03044,5,9.028571428571428,315,0.015873015873015872,Samsung,Power,5G,24.4,0.246,234.86,68,1,1,1,0,1,1,0,0
SKU-03234,5,9.0,316,0.015822784810126583,NEC,RAN,4G,13.77,0.1463,581.34,49,0,0,1,1,1,0,0,2
SKU-03768,3,9.576923076923077,190,0.015789473684210527,Huawei,Small Cell,4G,3.2,0.0512,231.34,44,0,0,1,0,1,0,0,1
SKU-02773,5,10.115384615384615,317,0.015772870662460567,Ericsson,Optical Transport,5G,8.47,0.0939,1719.6,67,0,2,1,0,0,1,0,1
SKU-03888,6,7.333333333333333,381,0.015748031496062992,Samsung,Edge Router,4G,44.34,0.4458,1302.92,88,2,1,0,1,1,0,1,0
SKU-02255,6,9.288461538461538,381,0.015748031496062992,Samsung,Optical Transport,Dual (4G/5G),32.96,0.3409,318.34,24,0,3,0,0,2,0,0,1
SKU-00339,4,9.395348837209303,254,0.015748031496062992,Ciena,RAN,5G,25.18,0.269,141.72,24,0,2,0,0,0,1,1,0
SKU-03049,4,8.857142857142858,254,0.015748031496062992,Cisco,Cabling,5G,19.0,0.1964,208.48,38,1,0,0,1,0,0,1,1
SKU-04902,5,8.409090909090908,318,0.015723270440251572,ZTE,Power,5G,21.15,0.2206,357.77,18,1,0,0,0,0,0,0,4
SKU-02293,5,8.833333333333334,318,0.015723270440251572,Samsung,Optical Transport,4G,28.65,0.287,251.85,54,0,2,0,0,0,2,0,1
SKU-04475,4,8.191489361702128,255,0.01568627450980392,HPE Aruba,RAN,Dual (4G/5G),16.02,0.1743,216.83,9,1,0,1,0,0,0,1,1
SKU-02039,4,9.162162162162161,255,0.01568627450980392,Cisco,Core,4G,3.49,0.0355,399.03,18,1,0,0,2,0,0,0,1
SKU-04455,5,8.518518518518519,319,0.01567398119122257,ZTE,Cabling,4G,42.43,0.4345,213.15,76,0,2,0,0,1,0,0,2
SKU-02280,5,7.9655172413793105,319,0.01567398119122257,Samsung,Cabling,4G,32.67,0.3378,379.63,33,0,2,0,0,1,1,0,1
SKU-02345,3,10.0,192,0.015625,Juniper,Cabling,5G,37.55,0.3759,276.27,56,0,1,1,0,0,0,0,1
SKU-03630,3,9.303030303030303,192,0.015625,Juniper,RAN,5G,41.29,0.4253,543.41,38,0,2,0,0,0,0,1,0
SKU-04302,5,8.457142857142857,320,0.015625,Cisco,Microwave,4G,11.53,0.1184,130.06,60,0,1,0,0,1,1,1,1
SKU-02135,5,9.44186046511628,320,0.015625,Cisco,Antenna,5G,7.38,0.0865,243.44,79,0,2,1,1,0,0,0,1
SKU-03287,5,9.27027027027027,320,0.015625,HPE Aruba,Power,Dual (4G/5G),19.48,0.1956,1369.52,73,0,1,0,0,0,2,1,1
SKU-00765,5,9.0,320,0.015625,NEC,Power,5G,4.47,0.0566,241.61,25,0,1,1,1,0,0,1,1
SKU-03188,5,9.0,321,0.01557632398753894,HPE Aruba,Edge Router,Dual (4G/5G),14.2,0.1525,199.29,17,0,1,1,0,0,1,1,1
SKU-03689,4,9.634146341463415,257,0.01556420233463035,ZTE,Optical Transport,Dual (4G/5G),7.46,0.0793,453.88,77,0,0,0,1,0,0,0,3
SKU-00718,4,7.9743589743589745,257,0.01556420233463035,Ericsson,Cabling,5G,69.87,0.7097,103.01,17,1,2,0,0,1,0,0,0
SKU-03915,3,9.268292682926829,193,0.015544041450777202,Ericsson,Fiber,4G,3.46,0.0443,368.86,65,1,0,0,1,1,0,0,0
SKU-01958,5,7.930232558139535,322,0.015527950310559006,NEC,RAN,Dual (4G/5G),19.46,0.2113,114.53,23,1,1,1,1,0,1,0,0
SKU-01182,4,9.13888888888889,258,0.015503875968992248,HPE Aruba,Core,5G,8.6,0.0872,235.31,57,0,0,0,1,0,1,1,1
SKU-02140,4,9.543478260869565,258,0.015503875968992248,ZTE,Cabling,4G,8.18,0.0899,759.33,42,1,2,0,0,0,1,0,0
SKU-04697,4,8.818181818181818,258,0.015503875968992248,Huawei,Optical Transport,5G,4.9,0.0502,489.84,58,0,0,3,0,0,0,0,1
SKU-03970,6,9.03125,388,0.015463917525773196,Huawei,Cabling,5G,11.81,0.1259,566.85,44,0,0,0,0,1,2,0,3
SKU-04955,4,8.866666666666667,259,0.015444015444015444,Samsung,RAN,4G,8.51,0.0857,517.22,42,1,1,1,0,0,0,1,0
SKU-00944,4,8.222222222222221,259,0.015444015444015444,Ciena,Fiber,4G,6.81,0.0792,88.86,9,0,0,1,1,2,0,0,0
SKU-00695,4,9.30952380952381,259,0.015444015444015444,Ericsson,Power,5G,18.6,0.1998,764.02,77,0,0,0,1,0,0,1,2
SKU-03547,4,9.15,259,0.015444015444015444,ZTE,Fiber,4G,23.73,0.256,260.43,73,0,0,0,1,0,2,0,1
SKU-01104,4,8.025641025641026,260,0.015384615384615385,NEC,Antenna,5G,46.1,0.473,263.57,60,1,1,0,0,0,1,0,1
SKU-01980,4,9.36111111111111,260,0.015384615384615385,Ericsson,Power,Dual (4G/5G),24.88,0.2553,318.17,35,0,0,3,0,0,0,0,1
SKU-00669,4,8.245283018867925,260,0.015384615384615385,NEC,Small Cell,4G,5.32,0.068,289.92,48,0,0,1,1,1,0,0,1
SKU-04008,7,9.35135135135135,455,0.015384615384615385,ZTE,Core,4G,27.93,0.2824,494.78,22,0,0,1,1,1,1,0,3
SKU-00108,5,8.35483870967742,326,0.015337423312883436,Ciena,Cabling,5G,18.04,0.1913,321.4,36,1,0,0,0,1,1,0,2
SKU-00771,5,9.181818181818182,326,0.015337423312883436,NEC,Optical Transport,5G,46.47,0.4769,885.91,62,2,0,0,0,0,1,0,2
SKU-03327,5,9.571428571428571,326,0.015337423312883436,Juniper,Microwave,5G,4.72,0.0541,1860.39,75,0,1,1,0,0,1,0,2
SKU-00375,5,8.744186046511627,326,0.015337423312883436,Juniper,Power,Dual (4G/5G),6.09,0.0683,260.44,88,1,0,0,2,2,0,0,0
SKU-04979,5,7.7272727272727275,326,0.015337423312883436,Ciena,Cabling,5G,27.23,0.2732,429.59,60,0,1,0,3,0,0,1,0
SKU-03033,4,8.377777777777778,261,0.01532567049808429,Ciena,RAN,4G,18.66,0.1959,2872.72,68,0,0,0,0,0,1,0,3
SKU-03457,5,9.26086956521739,327,0.01529051987767584,NEC,Edge Router,5G,30.46,0.3125,657.88,57,1,0,0,1,1,0,1,1
