site_id,rma_date,rma_count,rolling_mean,rolling_std,z_score,deviation,pct_change,severity,consecutive_count,region,site_type,country,operator,week_number,year
ST-00590,2023-06-26,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,SK Telecom,26,2023
ST-00591,2024-06-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Deutsche Telekom,23,2024
ST-00592,2024-06-10,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Japan,Maxis,24,2024
ST-00593,2024-03-18,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Thailand,Bharti Airtel,12,2024
ST-00595,2025-01-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Italy,,5,2025
ST-00596,2024-12-30,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,AT&T,1,2024
ST-00597,2023-06-12,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,USA,,24,2023
ST-00597,2025-07-21,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,USA,,30,2025
ST-00598,2024-04-29,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,Rogers,18,2024
ST-00599,2023-06-05,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Three,23,2023
ST-00600,2024-03-04,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,Thailand,,10,2024
ST-00602,2023-05-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Vodafone,20,2023
ST-00603,2023-07-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Italy,,27,2023
ST-00604,2023-08-21,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,India,Bharti Airtel,34,2023
ST-00605,2024-06-17,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,A1 Telekom,25,2024
ST-00606,2023-07-17,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telefónica,29,2023
ST-00607,2024-04-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Three,17,2024
ST-00608,2024-01-01,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Singapore,China Mobile,1,2024
ST-00609,2023-08-07,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,32,2023
ST-00609,2025-03-24,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,13,2025
ST-00610,2023-04-17,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Orange,16,2023
ST-00610,2025-02-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Orange,7,2025
ST-00611,2023-07-24,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Thailand,Maxis,30,2023
ST-00612,2023-05-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Deutsche Telekom,19,2023
ST-00613,2023-07-10,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,Argentina,,28,2023
ST-00614,2025-10-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,43,2025
ST-00615,2025-01-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Vodafone,3,2025
ST-00616,2023-06-05,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Orange,23,2023
ST-00619,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Telenor,22,2024
ST-00620,2024-12-02,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Japan,,49,2024
ST-00621,2023-02-06,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,Malaysia,,6,2023
ST-00621,2024-08-12,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,Malaysia,,33,2024
ST-00622,2025-07-07,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Sweden,,28,2025
ST-00624,2023-07-31,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Czechia,Three,31,2023
ST-00625,2025-02-17,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Argentina,Bell,8,2025
ST-00626,2024-03-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,A1 Telekom,12,2024
ST-00627,2024-06-17,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,Malaysia,,25,2024
ST-00632,2023-11-06,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Chile,Claro,45,2023
ST-00632,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Chile,Claro,22,2024
ST-00633,2023-04-17,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Integration Center,Australia,,16,2023
ST-00634,2025-04-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,18,2025
ST-00636,2024-09-02,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Singapore,Telstra,36,2024
ST-00637,2024-05-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,France,Three,20,2024
ST-00638,2023-10-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Spain,,44,2023
ST-00638,2025-04-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Spain,,18,2025
ST-00639,2023-06-19,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,Singtel,25,2023
ST-00642,2023-11-20,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,Telstra,47,2023
ST-00644,2023-06-05,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Malaysia,,23,2023
ST-00645,2023-01-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telenor,5,2023
ST-00645,2024-07-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telenor,30,2024
ST-00645,2025-09-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telenor,38,2025
ST-00647,2024-11-04,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,Telstra,45,2024
ST-00648,2023-08-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Vodafone,34,2023
ST-00648,2025-10-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Vodafone,44,2025
ST-00650,2023-09-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Telia,38,2023
ST-00651,2023-08-21,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Japan,,34,2023
ST-00651,2025-07-14,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Japan,,29,2025
ST-00652,2025-10-06,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Vietnam,,41,2025
ST-00654,2023-01-30,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,Bell,5,2023
ST-00656,2023-12-18,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,India,Singtel,51,2023
ST-00657,2023-12-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Italy,,49,2023
ST-00657,2024-11-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Italy,,45,2024
ST-00661,2023-07-31,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,31,2023
ST-00662,2023-02-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Orange,8,2023
ST-00664,2023-03-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,10,2023
ST-00664,2025-08-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,34,2025
ST-00665,2024-11-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Three,46,2024
ST-00665,2025-09-29,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Three,40,2025
ST-00667,2023-11-13,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,Telstra,46,2023
ST-00667,2024-05-20,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,Telstra,21,2024
ST-00668,2023-04-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Three,15,2023
ST-00668,2025-10-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Three,41,2025
ST-00670,2025-01-13,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,China,China Mobile,3,2025
ST-00672,2023-04-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telenor,15,2023
ST-00672,2024-04-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telenor,17,2024
ST-00673,2025-10-13,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Malaysia,Bharti Airtel,42,2025
ST-00675,2023-11-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Telenor,45,2023
ST-00675,2025-07-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Telenor,29,2025
ST-00676,2023-11-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Three,48,2023
ST-00677,2025-09-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,37,2025
ST-00678,2023-11-06,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,Claro,45,2023
ST-00678,2025-05-26,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,Claro,22,2025
ST-00679,2023-03-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Telefónica,11,2023
ST-00681,2024-04-01,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Colombia,Verizon,14,2024
ST-00682,2023-11-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,46,2023
ST-00682,2025-01-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,5,2025
ST-00684,2023-10-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Netherlands,,42,2023
ST-00684,2024-10-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Netherlands,,42,2024
ST-00685,2023-07-03,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Argentina,TIM Brasil,27,2023
ST-00685,2025-10-06,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Argentina,TIM Brasil,41,2025
ST-00687,2025-02-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Three,7,2025
ST-00688,2023-04-17,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,China Mobile,16,2023
ST-00688,2024-03-18,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,China Mobile,12,2024
ST-00688,2025-10-20,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,China Mobile,43,2025
ST-00692,2023-11-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telenor,46,2023
ST-00693,2024-03-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Vodafone,12,2024
ST-00697,2023-01-23,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Integration Center,USA,,4,2023
ST-00698,2023-09-11,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Thailand,NTT Docomo,37,2023
ST-00699,2025-09-29,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Three,40,2025
ST-00700,2024-01-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,3,2024
ST-00700,2025-04-07,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,15,2025
ST-00702,2024-12-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Sweden,,51,2024
ST-00704,2023-07-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Telenor,27,2023
ST-00706,2023-11-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Czechia,,47,2023
ST-00706,2024-06-17,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Czechia,,25,2024
ST-00706,2025-08-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Czechia,,32,2025
ST-00708,2024-04-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,15,2024
ST-00709,2025-01-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Telefónica,4,2025
ST-00710,2024-03-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Spain,,13,2024
ST-00711,2024-07-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,30,2024
ST-00712,2023-10-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,France,Telia,40,2023
ST-00712,2025-07-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,France,Telia,30,2025
ST-00717,2023-05-29,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Singapore,,22,2023
ST-00718,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Netherlands,,22,2024
ST-00720,2024-02-26,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Brazil,T-Mobile US,9,2024
ST-00720,2025-09-15,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Brazil,T-Mobile US,38,2025
ST-00722,2024-01-29,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,5,2024
ST-00723,2025-02-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Telefónica,7,2025
ST-00725,2023-05-29,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,A1 Telekom,22,2023
ST-00726,2023-01-09,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Telenor,2,2023
ST-00727,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,Telstra,22,2024
ST-00728,2024-01-01,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telefónica,1,2024
ST-00728,2025-08-04,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telefónica,32,2025
ST-00729,2024-03-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Netherlands,Telenor,13,2024
ST-00730,2023-11-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Vodafone,47,2023
ST-00730,2024-07-01,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Vodafone,27,2024
ST-00730,2025-06-09,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Sweden,Vodafone,24,2025
ST-00731,2025-04-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Germany,,18,2025
ST-00732,2025-01-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Telenor,3,2025
ST-00734,2023-05-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Czechia,,20,2023
ST-00735,2023-06-05,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,Rogers,23,2023
ST-00735,2025-05-26,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,USA,Rogers,22,2025
ST-00736,2023-05-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Orange,19,2023
ST-00736,2024-06-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Orange,24,2024
ST-00738,2023-10-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,44,2023
ST-00739,2023-03-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,11,2023
ST-00739,2023-11-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,France,,46,2023
ST-00740,2025-03-31,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Czechia,Telia,14,2025
ST-00742,2024-08-19,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,Rogers,34,2024
ST-00742,2025-03-17,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,Rogers,12,2025
ST-00743,2023-10-09,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,41,2023
ST-00745,2023-03-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Netherlands,,10,2023
ST-00745,2024-07-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Netherlands,,28,2024
ST-00748,2023-12-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Telenor,51,2023
ST-00748,2025-01-13,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,UK,Telenor,3,2025
ST-00750,2024-05-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Netherlands,,22,2024
ST-00751,2025-01-20,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Three,4,2025
ST-00752,2025-08-11,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Vodafone,33,2025
ST-00758,2023-08-14,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Sweden,Orange,33,2023
ST-00759,2023-03-06,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Thailand,Telstra,10,2023
ST-00759,2024-02-05,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Data Center,Thailand,Telstra,6,2024
ST-00760,2023-03-27,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Telenor,13,2023
ST-00760,2024-11-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Telenor,47,2024
ST-00762,2024-12-02,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,India,,49,2024
ST-00763,2023-07-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Czechia,,27,2023
ST-00764,2025-08-11,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,South Korea,Maxis,33,2025
ST-00768,2024-04-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Telenor,15,2024
ST-00768,2025-04-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Austria,Telenor,18,2025
ST-00770,2023-01-23,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,SK Telecom,4,2023
ST-00770,2025-02-10,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Indonesia,SK Telecom,7,2025
ST-00771,2024-09-16,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,38,2024
ST-00771,2025-05-19,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Chile,,21,2025
ST-00773,2023-07-31,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,31,2023
ST-00773,2024-10-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,44,2024
ST-00774,2025-04-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,Telenor,18,2025
ST-00776,2025-03-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Germany,,11,2025
ST-00776,2025-08-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Germany,,35,2025
ST-00777,2023-04-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,A1 Telekom,15,2023
ST-00777,2024-10-07,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,A1 Telekom,41,2024
ST-00778,2023-11-06,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,India,Singtel,45,2023
ST-00778,2024-04-15,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,India,Singtel,16,2024
ST-00779,2023-01-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Czechia,Telefónica,3,2023
ST-00780,2025-09-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Germany,A1 Telekom,38,2025
ST-00781,2023-07-31,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,31,2023
ST-00781,2025-03-31,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Austria,,14,2025
ST-00784,2023-07-17,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Deutsche Telekom,29,2023
ST-00785,2023-12-18,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telenor,51,2023
ST-00785,2025-03-10,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Italy,Telenor,11,2025
ST-00786,2024-09-23,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,Argentina,,39,2024
ST-00787,2024-12-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Germany,A1 Telekom,1,2024
ST-00788,2023-04-03,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,India,Reliance Jio,14,2023
ST-00789,2025-08-18,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Brazil,Bell,34,2025
ST-00790,2025-02-24,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,A1 Telekom,9,2025
ST-00791,2023-05-08,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Brazil,Bell,19,2023
ST-00792,2023-07-24,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Telia,30,2023
ST-00794,2025-06-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,25,2025
ST-00795,2024-11-11,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Singapore,Reliance Jio,46,2024
ST-00795,2025-10-06,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Singapore,Reliance Jio,41,2025
ST-00796,2023-10-09,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Czechia,,41,2023
ST-00797,2023-05-08,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Japan,Bharti Airtel,19,2023
ST-00797,2025-01-06,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Japan,Bharti Airtel,2,2025
ST-00798,2023-07-10,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Malaysia,China Mobile,28,2023
ST-00799,2024-08-26,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Warehouse,USA,,35,2024
ST-00800,2023-01-30,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,5,2023
ST-00800,2025-08-25,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,35,2025
ST-00802,2023-04-24,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Poland,Telefónica,17,2023
ST-00803,2023-07-10,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Brazil,Rogers,28,2023
ST-00804,2023-08-21,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Poland,Orange,34,2023
ST-00804,2025-07-28,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Data Center,Poland,Orange,31,2025
ST-00805,2024-07-22,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Integration Center,Czechia,,30,2024
ST-00806,2024-03-25,2,1.0,0.5,2.0,1.0,99.0,High,1,APAC,Warehouse,India,,13,2024
ST-00808,2023-01-16,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,3,2023
ST-00809,2024-01-08,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,China,,2,2024
ST-00810,2023-10-09,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Malaysia,China Mobile,41,2023
ST-00810,2024-10-21,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Malaysia,China Mobile,43,2024
ST-00813,2023-10-30,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Singapore,,44,2023
ST-00813,2024-10-14,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Singapore,,42,2024
ST-00814,2024-12-16,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Thailand,,51,2024
ST-00816,2023-11-06,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Telia,45,2023
ST-00817,2023-04-03,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Telenor,14,2023
ST-00817,2024-06-17,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,Spain,Telenor,25,2024
ST-00818,2024-01-22,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,Telstra,4,2024
ST-00818,2025-04-14,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Australia,Telstra,16,2025
ST-00823,2023-05-15,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Vodafone,20,2023
ST-00823,2024-01-08,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Cell Site,France,Vodafone,2,2024
ST-00824,2025-09-29,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Mexico,Rogers,40,2025
ST-00825,2024-06-10,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Cell Site,Thailand,Telstra,24,2024
ST-00826,2023-01-09,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Poland,,2,2023
ST-00827,2023-02-27,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Brazil,AT&T,9,2023
ST-00827,2025-09-29,2,1.0,0.5,2.0,1.0,99.0,High,0,AMER,Cell Site,Brazil,AT&T,40,2025
ST-00829,2025-06-02,2,1.0,0.5,2.0,1.0,99.0,High,0,EMEA,Warehouse,Netherlands,,23,2025
ST-00830,2024-05-06,2,1.0,0.5,2.0,1.0,99.0,High,0,APAC,Warehouse,Malaysia,,19,2024
