sku_id,vendor,category,technology,unit_weight_kg,unit_volume_m3,std_cost_usd,supplier_nominal_lead_time_days
SKU-04124,Samsung,Small Cell,4G,17.96,0.196,355.91,41
SKU-04125,Juniper,Cabling,5G,23.22,0.2324,400.91,88
SKU-04126,Ciena,Small Cell,Dual (4G/5G),12.59,0.1313,397.81,10
SKU-04127,NEC,RAN,5G,50.45,0.5086,439.86,77
SKU-04128,Ericsson,Core,5G,14.3,0.1459,393.86,33
SKU-04129,Juniper,RAN,4G,23.09,0.2448,324.93,73
SKU-04130,Samsung,Optical Transport,Dual (4G/5G),12.74,0.1387,569.19,55
SKU-04131,NEC,Antenna,5G,37.2,0.3811,1064.13,81
SKU-04132,Ericsson,RAN,Dual (4G/5G),7.11,0.0749,308.44,31
SKU-04133,Huawei,Power,Dual (4G/5G),3.81,0.0437,262.96,41
SKU-04134,Juniper,Power,5G,8.46,0.0917,545.25,50
SKU-04135,NEC,Power,5G,51.79,0.5336,439.76,29
SKU-04136,Ericsson,Edge Router,4G,15.5,0.1748,186.14,41
SKU-04137,Juniper,Fiber,4G,11.01,0.1138,221.18,27
SKU-04138,Samsung,RAN,5G,41.7,0.4238,250.72,30
SKU-04139,Ericsson,Core,5G,26.44,0.27,176.01,80
SKU-04140,Ericsson,Power,5G,26.72,0.2681,572.86,56
SKU-04141,Ericsson,Cabling,Dual (4G/5G),15.06,0.155,743.82,7
SKU-04142,HPE Aruba,Core,4G,3.9,0.057,210.78,77
SKU-04143,Huawei,Antenna,5G,10.56,0.1225,135.86,83
SKU-04144,Samsung,Core,5G,7.45,0.0779,463.19,76
SKU-04145,NEC,Core,4G,46.47,0.472,413.5,32
SKU-04146,HPE Aruba,RAN,Dual (4G/5G),9.27,0.0989,2543.98,84
SKU-04147,Cisco,Power,5G,11.6,0.119,688.15,38
SKU-04148,HPE Aruba,Fiber,5G,13.91,0.1515,163.72,88
SKU-04149,Ciena,RAN,5G,16.7,0.1781,188.42,69
SKU-04150,Ciena,Optical Transport,4G,35.43,0.3628,519.2,33
SKU-04151,Ericsson,Fiber,5G,27.68,0.2939,386.12,8
SKU-04152,HPE Aruba,Core,5G,13.75,0.1499,369.33,72
SKU-04153,Cisco,Optical Transport,Dual (4G/5G),39.86,0.4038,425.6,66
SKU-04154,HPE Aruba,Cabling,Dual (4G/5G),25.53,0.2628,750.16,42
SKU-04155,Huawei,Microwave,4G,20.81,0.2111,1778.03,71
SKU-04156,Huawei,Antenna,5G,13.21,0.1439,1168.58,6
SKU-04157,Cisco,RAN,4G,49.29,0.5046,179.18,80
SKU-04158,HPE Aruba,Fiber,4G,16.16,0.179,263.05,48
SKU-04159,Juniper,Edge Router,5G,12.53,0.1424,61.38,83
SKU-04160,Huawei,Antenna,5G,32.3,0.3397,477.59,36
SKU-04161,Huawei,RAN,4G,11.7,0.128,265.05,7
SKU-04162,Nokia,Cabling,5G,65.79,0.6709,397.22,21
SKU-04163,HPE Aruba,Power,5G,27.41,0.2896,208.87,16
SKU-04164,Huawei,Edge Router,4G,12.39,0.1257,207.1,68
SKU-04165,Samsung,Edge Router,5G,45.94,0.4654,117.65,67
SKU-04166,HPE Aruba,Fiber,4G,12.83,0.1317,312.51,82
SKU-04167,Ciena,Small Cell,5G,28.97,0.2999,635.97,76
SKU-04168,Nokia,RAN,Dual (4G/5G),8.07,0.0975,235.29,45
SKU-04169,Huawei,RAN,5G,45.38,0.4584,679.47,6
SKU-04170,Nokia,Antenna,Dual (4G/5G),6.0,0.0746,232.05,57
SKU-04171,Ciena,RAN,4G,25.86,0.2667,403.65,38
SKU-04172,Cisco,Small Cell,5G,62.46,0.6427,1193.27,88
SKU-04173,Cisco,Power,5G,22.57,0.2382,273.07,78
SKU-04174,HPE Aruba,Cabling,5G,16.01,0.1796,483.02,44
SKU-04175,Ciena,Microwave,Dual (4G/5G),24.26,0.2475,496.59,75
SKU-04176,ZTE,Optical Transport,5G,65.21,0.6706,501.83,69
SKU-04177,ZTE,Cabling,5G,27.36,0.2807,616.55,59
SKU-04178,HPE Aruba,Small Cell,4G,16.49,0.1773,491.29,78
SKU-04179,Ericsson,Small Cell,5G,57.78,0.5813,177.4,55
SKU-04180,Nokia,Microwave,5G,11.24,0.1276,289.81,9
SKU-04181,Nokia,RAN,5G,20.6,0.2256,639.38,60
SKU-04182,Cisco,RAN,Dual (4G/5G),10.42,0.1199,708.88,25
SKU-04183,ZTE,Antenna,4G,37.72,0.3895,222.68,62
SKU-04184,NEC,Optical Transport,5G,28.33,0.2923,878.37,77
SKU-04185,Huawei,RAN,5G,10.36,0.1105,275.4,35
SKU-04186,Huawei,Microwave,Dual (4G/5G),8.65,0.0949,526.4,50
SKU-04187,Huawei,Core,Dual (4G/5G),37.4,0.3806,471.61,31
SKU-04188,Cisco,Small Cell,4G,11.82,0.1349,194.33,74
SKU-04189,Ciena,Power,4G,3.71,0.055,323.95,35
SKU-04190,Juniper,Microwave,5G,28.44,0.3034,78.64,45
SKU-04191,ZTE,Core,5G,27.25,0.2809,294.45,49
SKU-04192,ZTE,Core,Dual (4G/5G),20.07,0.2116,1082.36,40
SKU-04193,NEC,RAN,5G,34.32,0.3547,87.89,6
SKU-04194,Nokia,RAN,4G,24.18,0.2548,201.33,66
SKU-04195,Ericsson,Cabling,5G,35.37,0.3537,278.91,25
SKU-04196,HPE Aruba,RAN,5G,22.83,0.2452,73.12,38
SKU-04197,Nokia,Microwave,Dual (4G/5G),5.78,0.0632,80.86,17
SKU-04198,Ciena,Core,4G,10.72,0.1166,2096.81,23
SKU-04199,HPE Aruba,Fiber,4G,17.39,0.1907,645.16,37
SKU-04200,ZTE,Power,Dual (4G/5G),18.36,0.2035,897.54,53
SKU-04201,Ciena,Cabling,4G,11.6,0.1319,533.91,7
SKU-04202,HPE Aruba,Power,5G,9.83,0.0988,641.4,42
SKU-04203,NEC,Cabling,5G,4.13,0.0487,312.72,87
SKU-04204,NEC,RAN,5G,23.34,0.2383,929.17,75
SKU-04205,Samsung,Small Cell,4G,22.39,0.2432,1270.55,19
SKU-04206,Juniper,RAN,4G,15.05,0.1558,234.82,42
SKU-04207,NEC,Core,5G,15.15,0.1704,330.87,29
SKU-04208,ZTE,Fiber,4G,45.99,0.4787,253.61,65
SKU-04209,Ericsson,Edge Router,5G,11.76,0.1344,376.75,54
SKU-04210,Huawei,Small Cell,4G,11.17,0.1137,729.74,14
SKU-04211,Samsung,Edge Router,5G,51.57,0.5157,349.67,54
SKU-04212,Huawei,Antenna,Dual (4G/5G),15.03,0.1662,99.73,46
SKU-04213,Juniper,Antenna,4G,22.08,0.2377,876.37,75
SKU-04214,HPE Aruba,Small Cell,4G,13.98,0.159,218.9,56
SKU-04215,Cisco,Small Cell,Dual (4G/5G),28.7,0.2914,558.21,50
SKU-04216,NEC,Antenna,5G,17.04,0.1851,603.53,44
SKU-04217,Ericsson,Fiber,4G,64.82,0.6586,286.54,62
SKU-04218,Juniper,Core,5G,39.89,0.4055,193.95,28
SKU-04219,Huawei,RAN,4G,20.49,0.217,275.18,73
SKU-04220,Samsung,Cabling,4G,12.7,0.138,1447.04,89
SKU-04221,NEC,Small Cell,Dual (4G/5G),14.24,0.1482,188.86,44
SKU-04222,ZTE,Fiber,5G,18.55,0.1909,167.19,24
SKU-04223,NEC,Small Cell,5G,34.96,0.3593,469.93,33
SKU-04224,Samsung,Antenna,4G,19.66,0.2061,340.21,41
SKU-04225,Samsung,RAN,4G,13.83,0.1443,290.64,24
SKU-04226,Cisco,Optical Transport,Dual (4G/5G),20.93,0.2146,195.94,22
SKU-04227,NEC,Core,4G,25.78,0.2769,396.76,8
SKU-04228,NEC,RAN,5G,9.47,0.1119,354.55,15
SKU-04229,Cisco,Power,4G,23.52,0.2515,1175.56,68
SKU-04230,Ciena,Small Cell,5G,19.88,0.2031,198.59,56
SKU-04231,Ciena,Fiber,4G,51.7,0.5208,273.38,47
SKU-04232,HPE Aruba,Edge Router,4G,8.34,0.0996,1127.16,18
SKU-04233,Ciena,RAN,Dual (4G/5G),29.55,0.2992,266.67,49
SKU-04234,Nokia,Core,5G,16.51,0.1752,226.47,32
SKU-04235,NEC,Power,4G,31.8,0.3224,576.73,8
SKU-04236,Ericsson,Core,5G,19.98,0.2074,457.95,20
SKU-04237,NEC,RAN,4G,41.44,0.4315,315.01,42
SKU-04238,Nokia,Edge Router,5G,9.42,0.112,428.57,67
SKU-04239,Nokia,Optical Transport,5G,31.54,0.3353,589.66,27
SKU-04240,Huawei,Small Cell,4G,41.6,0.4349,458.8,81
SKU-04241,NEC,RAN,5G,49.27,0.5061,640.08,24
SKU-04242,Juniper,RAN,5G,60.12,0.6098,347.06,73
SKU-04243,Nokia,RAN,Dual (4G/5G),29.71,0.2983,177.01,87
SKU-04244,Ericsson,Core,5G,29.85,0.3107,634.71,25
SKU-04245,Cisco,Cabling,4G,4.84,0.0526,324.79,46
SKU-04246,HPE Aruba,Fiber,4G,4.35,0.0605,318.12,73
SKU-04247,Huawei,Edge Router,5G,38.57,0.3967,732.76,18
SKU-04248,Cisco,Cabling,4G,4.68,0.0615,1522.6,74
SKU-04249,Huawei,Core,5G,88.01,0.8936,105.19,9
SKU-04250,Ericsson,Cabling,5G,25.35,0.2604,313.4,28
SKU-04251,Samsung,RAN,4G,6.08,0.076,379.39,33
SKU-04252,NEC,Core,4G,16.8,0.1849,440.28,6
SKU-04253,ZTE,Fiber,5G,17.01,0.185,348.72,10
SKU-04254,Juniper,Antenna,4G,24.37,0.2592,375.83,38
SKU-04255,Cisco,Fiber,Dual (4G/5G),28.45,0.2917,541.08,80
SKU-04256,NEC,Microwave,5G,44.33,0.4622,345.17,26
SKU-04257,Juniper,Optical Transport,Dual (4G/5G),7.5,0.0835,263.45,8
SKU-04258,Samsung,Small Cell,Dual (4G/5G),14.46,0.1625,257.32,10
SKU-04259,ZTE,RAN,Dual (4G/5G),7.69,0.0941,1167.43,71
SKU-04260,Juniper,Microwave,4G,17.52,0.1777,1971.69,81
SKU-04261,Juniper,RAN,Dual (4G/5G),15.84,0.1777,307.8,67
SKU-04262,Cisco,Core,4G,8.35,0.1034,313.07,77
SKU-04263,Ciena,Microwave,4G,5.77,0.0698,552.0,72
SKU-04264,ZTE,Edge Router,5G,69.66,0.7123,448.9,38
SKU-04265,NEC,Edge Router,4G,22.21,0.2408,358.56,76
SKU-04266,Samsung,Small Cell,4G,11.5,0.1154,148.41,38
SKU-04267,ZTE,RAN,4G,8.48,0.1034,210.11,61
SKU-04268,Ericsson,Core,4G,51.32,0.5257,701.69,41
SKU-04269,Ciena,Power,5G,13.17,0.1483,322.74,10
SKU-04270,Ericsson,Power,4G,36.07,0.3715,1945.05,75
SKU-04271,Samsung,Edge Router,5G,26.54,0.276,1879.45,49
SKU-04272,Cisco,Antenna,Dual (4G/5G),17.37,0.1917,193.63,45
SKU-04273,Cisco,RAN,5G,6.61,0.0762,1161.38,9
SKU-04274,Samsung,Antenna,5G,10.37,0.1131,362.58,64
SKU-04275,Huawei,Edge Router,Dual (4G/5G),85.31,0.8653,453.07,71
SKU-04276,Samsung,RAN,4G,20.42,0.2146,707.87,21
SKU-04277,Ciena,Antenna,5G,30.85,0.3174,899.69,87
SKU-04278,Nokia,Cabling,Dual (4G/5G),19.21,0.1957,226.58,69
SKU-04279,Cisco,RAN,Dual (4G/5G),44.84,0.4563,2325.1,59
SKU-04280,HPE Aruba,RAN,5G,10.28,0.1084,504.51,13
SKU-04281,Ciena,RAN,4G,15.29,0.1609,82.99,8
SKU-04282,Ciena,Power,Dual (4G/5G),14.77,0.1596,327.19,46
SKU-04283,Ciena,RAN,4G,26.41,0.2763,2191.6,50
SKU-04284,Juniper,Microwave,5G,54.59,0.5507,251.36,78
SKU-04285,Ciena,RAN,5G,12.46,0.1263,2519.17,5
SKU-04286,Cisco,Fiber,5G,22.16,0.2365,445.46,21
SKU-04287,Nokia,Antenna,5G,40.57,0.4163,402.11,83
SKU-04288,Nokia,Fiber,Dual (4G/5G),10.95,0.1183,174.3,11
SKU-04289,Ciena,RAN,5G,40.41,0.4067,660.87,9
SKU-04290,Ericsson,Small Cell,4G,31.72,0.3255,310.5,56
SKU-04291,Cisco,Cabling,5G,6.14,0.0778,397.1,57
SKU-04292,Cisco,Antenna,5G,16.25,0.1741,340.57,7
SKU-04293,ZTE,Edge Router,5G,15.95,0.1613,791.39,66
SKU-04294,NEC,Edge Router,Dual (4G/5G),16.08,0.1674,342.48,36
SKU-04295,Huawei,Fiber,Dual (4G/5G),8.5,0.1046,54.21,6
SKU-04296,Huawei,RAN,5G,12.61,0.137,204.87,84
SKU-04297,Ericsson,Power,4G,23.08,0.2365,140.45,85
SKU-04298,Huawei,Antenna,5G,73.31,0.7514,1320.73,57
SKU-04299,ZTE,Antenna,Dual (4G/5G),27.54,0.2821,650.72,16
SKU-04300,Samsung,Small Cell,5G,46.08,0.4754,419.21,9
SKU-04301,Huawei,Cabling,Dual (4G/5G),26.86,0.2715,345.02,8
SKU-04302,Cisco,Microwave,4G,11.53,0.1184,130.06,60
SKU-04303,Samsung,RAN,5G,42.4,0.4352,336.77,84
SKU-04304,Huawei,Edge Router,5G,25.27,0.2575,864.56,86
SKU-04305,Cisco,Power,5G,43.57,0.4367,776.6,68
SKU-04306,Cisco,Optical Transport,Dual (4G/5G),12.89,0.1474,568.38,49
SKU-04307,Ciena,RAN,4G,10.05,0.1016,132.54,64
SKU-04308,Nokia,Power,4G,20.94,0.2237,224.54,24
SKU-04309,Ericsson,Fiber,5G,34.75,0.3542,543.31,57
SKU-04310,ZTE,Small Cell,4G,9.17,0.1104,161.03,77
SKU-04311,Juniper,Fiber,5G,9.92,0.1189,718.69,20
SKU-04312,NEC,Fiber,4G,48.8,0.4947,139.04,34
SKU-04313,Huawei,Power,4G,9.27,0.1045,166.97,24
SKU-04314,Huawei,Small Cell,5G,8.77,0.1032,139.81,56
SKU-04315,Samsung,Cabling,5G,27.91,0.2816,271.67,40
SKU-04316,Samsung,Antenna,4G,14.03,0.1545,119.49,26
SKU-04317,NEC,Small Cell,4G,15.29,0.171,273.42,5
SKU-04318,Huawei,Small Cell,4G,18.04,0.184,194.62,25
SKU-04319,HPE Aruba,Core,5G,5.22,0.069,233.27,52
SKU-04320,ZTE,RAN,4G,4.23,0.0446,689.03,87
SKU-04321,Huawei,RAN,5G,24.31,0.2545,400.03,76
SKU-04322,Nokia,RAN,5G,11.68,0.1236,688.56,9
SKU-04323,NEC,RAN,5G,38.5,0.3944,2381.95,44
SKU-04324,HPE Aruba,Microwave,4G,18.67,0.1927,104.54,86
SKU-04325,ZTE,Core,5G,11.17,0.1169,260.87,83
SKU-04326,Huawei,Power,Dual (4G/5G),55.09,0.5658,177.08,49
SKU-04327,Juniper,Fiber,4G,13.18,0.1363,231.29,35
SKU-04328,Ciena,Microwave,4G,12.74,0.1356,545.27,19
SKU-04329,Nokia,Cabling,5G,6.35,0.069,1662.27,62
SKU-04330,Juniper,Fiber,4G,12.16,0.1264,675.55,57
SKU-04331,Samsung,Power,5G,17.46,0.1871,594.77,49
SKU-04332,Samsung,Small Cell,Dual (4G/5G),4.88,0.0497,927.4,71
SKU-04333,Huawei,RAN,5G,8.6,0.1018,1330.78,46
SKU-04334,Samsung,RAN,5G,44.33,0.4542,1698.46,28
SKU-04335,Nokia,Edge Router,5G,9.56,0.1122,595.65,42
SKU-04336,ZTE,RAN,4G,13.69,0.1412,186.83,55
SKU-04337,Cisco,Power,4G,24.74,0.2616,307.49,28
SKU-04338,Ericsson,Core,Dual (4G/5G),25.81,0.2665,78.25,81
SKU-04339,NEC,Optical Transport,Dual (4G/5G),13.82,0.1397,744.76,37
SKU-04340,ZTE,RAN,5G,36.03,0.3753,204.12,23
SKU-04341,Cisco,Core,Dual (4G/5G),38.46,0.3998,227.41,29
SKU-04342,HPE Aruba,Power,4G,11.58,0.1212,535.33,74
SKU-04343,Nokia,Power,4G,7.83,0.0966,84.92,53
SKU-04344,Juniper,RAN,5G,8.69,0.1022,921.03,21
SKU-04345,Cisco,RAN,4G,26.2,0.2681,629.11,25
SKU-04346,Nokia,RAN,Dual (4G/5G),11.51,0.1199,285.29,47
SKU-04347,Ciena,RAN,Dual (4G/5G),11.69,0.1257,387.88,88
SKU-04348,Juniper,Antenna,Dual (4G/5G),18.01,0.186,235.87,80
SKU-04349,Samsung,RAN,5G,12.69,0.1312,3240.65,81
SKU-04350,Samsung,Fiber,4G,27.46,0.2826,193.72,86
SKU-04351,Juniper,Antenna,4G,12.21,0.1226,522.31,26
SKU-04352,HPE Aruba,RAN,5G,36.19,0.3699,326.88,67
SKU-04353,HPE Aruba,Edge Router,5G,33.52,0.3396,421.22,28
SKU-04354,HPE Aruba,Small Cell,5G,34.55,0.3508,607.94,37
SKU-04355,Cisco,Antenna,Dual (4G/5G),13.53,0.137,627.18,71
SKU-04356,NEC,Edge Router,Dual (4G/5G),14.58,0.1576,303.21,85
SKU-04357,Cisco,Fiber,4G,56.76,0.577,159.22,21
SKU-04358,Huawei,Antenna,4G,15.04,0.1654,224.6,52
SKU-04359,Ericsson,Core,5G,12.16,0.1413,279.08,48
SKU-04360,Juniper,Antenna,4G,21.26,0.215,250.29,29
SKU-04361,ZTE,Edge Router,5G,29.46,0.3,175.31,76
SKU-04362,Ericsson,Power,5G,39.55,0.4091,577.36,64
SKU-04363,Ciena,Small Cell,4G,9.77,0.1024,136.38,33
SKU-04364,Cisco,Antenna,5G,8.63,0.0869,387.17,16
SKU-04365,Cisco,Core,5G,3.6,0.0382,109.32,13
SKU-04366,Nokia,RAN,Dual (4G/5G),30.85,0.3172,965.69,57
SKU-04367,Ericsson,Cabling,4G,28.55,0.2941,246.7,65
SKU-04368,Nokia,Fiber,Dual (4G/5G),19.12,0.2106,225.41,35
SKU-04369,ZTE,Cabling,5G,19.54,0.2047,197.06,52
SKU-04370,Nokia,Small Cell,5G,15.65,0.1701,1578.39,83
SKU-04371,Ericsson,Antenna,4G,41.34,0.4232,1166.74,51
SKU-04372,Juniper,Edge Router,5G,19.58,0.2012,421.36,37
SKU-04373,Ciena,RAN,5G,39.12,0.3933,270.0,71
SKU-04374,Cisco,Edge Router,5G,16.58,0.183,2122.82,68
SKU-04375,ZTE,Cabling,5G,10.67,0.1098,600.73,21
SKU-04376,Cisco,Power,5G,7.88,0.0807,328.92,48
SKU-04377,Huawei,Power,Dual (4G/5G),17.24,0.1767,257.54,9
SKU-04378,Ciena,Edge Router,4G,19.88,0.1988,776.07,66
SKU-04379,NEC,Optical Transport,Dual (4G/5G),12.88,0.1302,338.17,67
SKU-04380,Nokia,Optical Transport,4G,11.21,0.1248,138.22,83
SKU-04381,Samsung,Power,Dual (4G/5G),6.32,0.0681,462.9,43
SKU-04382,Ericsson,RAN,Dual (4G/5G),25.75,0.2643,488.33,76
SKU-04383,Cisco,Core,4G,28.81,0.3048,418.0,46
SKU-04384,Nokia,Core,5G,28.45,0.3,604.34,25
SKU-04385,ZTE,Power,5G,37.95,0.3893,311.44,51
SKU-04386,Cisco,RAN,4G,30.94,0.3217,405.7,78
SKU-04387,NEC,Antenna,5G,20.58,0.2075,400.22,32
SKU-04388,Ciena,Power,5G,39.59,0.4111,138.23,25
SKU-04389,Ciena,Cabling,Dual (4G/5G),6.31,0.0734,707.84,32
SKU-04390,Cisco,Fiber,Dual (4G/5G),38.06,0.392,626.51,23
SKU-04391,ZTE,Optical Transport,5G,16.62,0.1795,890.14,67
SKU-04392,Ciena,Edge Router,5G,14.77,0.1577,179.95,56
SKU-04393,Ciena,Small Cell,5G,37.45,0.3849,287.69,42
SKU-04394,NEC,Fiber,5G,7.68,0.0868,979.73,50
SKU-04395,Ericsson,Small Cell,5G,5.11,0.061,254.44,28
SKU-04396,ZTE,Fiber,5G,13.23,0.1473,1697.93,49
SKU-04397,ZTE,RAN,Dual (4G/5G),37.56,0.3841,115.87,81
SKU-04398,Juniper,RAN,5G,9.79,0.098,256.66,13
SKU-04399,Juniper,Power,5G,8.15,0.0937,278.14,13
SKU-04400,Ciena,Core,5G,29.51,0.3142,743.22,25
SKU-04401,Samsung,Optical Transport,5G,12.12,0.1263,1528.91,28
SKU-04402,Juniper,Antenna,5G,14.64,0.1627,514.46,68
SKU-04403,Ciena,Core,5G,53.86,0.5477,49.57,44
SKU-04404,HPE Aruba,Core,4G,10.2,0.1149,378.11,78
SKU-04405,Huawei,Antenna,5G,9.62,0.114,445.19,56
SKU-04406,Huawei,Antenna,5G,9.46,0.11,552.52,8
SKU-04407,ZTE,Core,5G,5.86,0.0763,378.85,7
SKU-04408,Samsung,Antenna,5G,9.93,0.0995,1147.22,17
SKU-04409,NEC,Antenna,5G,33.23,0.336,198.22,25
SKU-04410,Ericsson,Edge Router,5G,20.46,0.2131,176.87,12
SKU-04411,Juniper,RAN,Dual (4G/5G),53.63,0.5533,247.18,77
SKU-04412,HPE Aruba,RAN,5G,16.9,0.1858,3234.07,5
SKU-04413,Ciena,Power,Dual (4G/5G),19.73,0.201,349.36,18
SKU-04414,Samsung,Core,5G,12.51,0.1279,1011.35,80
SKU-04415,ZTE,Small Cell,5G,34.87,0.3654,996.25,40
SKU-04416,Juniper,Fiber,5G,53.22,0.543,101.99,26
SKU-04417,Samsung,Fiber,4G,22.83,0.2408,385.59,40
SKU-04418,Juniper,Small Cell,4G,8.0,0.0962,988.49,49
SKU-04419,Ericsson,Antenna,5G,32.93,0.3335,3981.34,20
SKU-04420,Ericsson,Core,5G,20.16,0.2043,955.93,15
SKU-04421,NEC,RAN,5G,2.67,0.0439,306.76,71
SKU-04422,Huawei,Fiber,5G,9.71,0.0993,1297.5,29
SKU-04423,Nokia,Core,4G,28.11,0.2829,285.73,71
SKU-04424,Nokia,Edge Router,4G,39.03,0.3958,163.17,88
SKU-04425,Juniper,Cabling,5G,19.52,0.2015,706.18,35
SKU-04426,NEC,Small Cell,4G,28.65,0.2913,126.25,69
SKU-04427,Nokia,Core,5G,61.06,0.6254,250.54,15
SKU-04428,ZTE,Fiber,5G,40.83,0.4278,1325.3,84
SKU-04429,Nokia,Optical Transport,5G,6.73,0.0713,713.28,88
SKU-04430,Cisco,Cabling,4G,37.65,0.3921,202.11,42
SKU-04431,Ciena,RAN,4G,14.82,0.1491,451.37,6
SKU-04432,NEC,Antenna,5G,5.85,0.0609,373.88,58
SKU-04433,ZTE,RAN,5G,30.21,0.3124,833.7,11
SKU-04434,Samsung,Fiber,4G,3.29,0.0529,546.75,53
SKU-04435,ZTE,RAN,Dual (4G/5G),27.63,0.2953,456.6,44
SKU-04436,Huawei,Optical Transport,4G,14.46,0.1468,391.8,49
SKU-04437,Samsung,Edge Router,5G,21.29,0.2177,167.36,58
SKU-04438,HPE Aruba,Core,4G,44.32,0.4621,1216.97,65
SKU-04439,Ciena,Microwave,5G,17.78,0.1808,564.01,8
SKU-04440,Ciena,Core,5G,9.85,0.1134,310.2,38
SKU-04441,Ciena,Fiber,4G,15.12,0.1512,328.76,12
SKU-04442,Ciena,Cabling,5G,21.2,0.2246,371.78,36
SKU-04443,Juniper,RAN,5G,8.35,0.0934,208.97,22
SKU-04444,Ciena,Fiber,5G,14.66,0.156,256.15,44
SKU-04445,Ciena,RAN,4G,32.05,0.3371,885.84,79
SKU-04446,Ciena,Power,5G,33.42,0.3358,115.37,60
SKU-04447,NEC,Optical Transport,4G,37.66,0.3841,1784.25,41
SKU-04448,Juniper,Power,5G,16.04,0.1693,404.66,59
SKU-04449,Ericsson,Optical Transport,5G,14.75,0.15,214.18,40
SKU-04450,ZTE,Small Cell,Dual (4G/5G),29.89,0.3006,305.9,14
SKU-04451,ZTE,Optical Transport,5G,46.55,0.4691,564.98,74
SKU-04452,Samsung,Optical Transport,5G,28.42,0.289,274.55,84
SKU-04453,NEC,Optical Transport,5G,18.08,0.2001,683.74,67
SKU-04454,Cisco,Antenna,4G,4.87,0.0582,172.46,38
SKU-04455,ZTE,Cabling,4G,42.43,0.4345,213.15,76
SKU-04456,Nokia,Fiber,5G,21.64,0.2305,490.53,21
SKU-04457,Cisco,Small Cell,5G,10.01,0.1138,245.66,65
SKU-04458,Ciena,Small Cell,4G,26.94,0.2795,1934.01,82
SKU-04459,Ciena,Fiber,5G,23.49,0.2417,783.29,22
SKU-04460,Juniper,Microwave,5G,25.04,0.257,607.73,65
SKU-04461,Cisco,Antenna,5G,6.9,0.0702,441.04,40
SKU-04462,Nokia,Microwave,4G,25.08,0.2688,305.69,89
SKU-04463,Juniper,Fiber,5G,11.48,0.1302,328.71,57
SKU-04464,Samsung,Cabling,4G,33.61,0.3486,206.85,37
SKU-04465,Cisco,Fiber,4G,8.63,0.0942,478.0,27
SKU-04466,NEC,Power,5G,24.35,0.2551,148.9,68
SKU-04467,Ciena,Cabling,4G,8.23,0.092,1295.53,42
SKU-04468,Ciena,Small Cell,4G,19.54,0.2009,423.61,73
SKU-04469,Huawei,RAN,4G,14.98,0.1558,1206.9,83
SKU-04470,Juniper,Optical Transport,5G,44.11,0.4586,824.35,34
SKU-04471,Ericsson,Power,4G,29.11,0.3038,381.67,20
SKU-04472,Ericsson,Small Cell,4G,14.41,0.1441,576.38,58
SKU-04473,Juniper,RAN,5G,10.43,0.1108,286.88,63
SKU-04474,NEC,RAN,5G,5.42,0.061,373.53,10
SKU-04475,HPE Aruba,RAN,Dual (4G/5G),16.02,0.1743,216.83,9
SKU-04476,Juniper,RAN,5G,10.11,0.1151,1529.21,5
SKU-04477,NEC,Small Cell,5G,33.64,0.3457,468.93,18
SKU-04478,Samsung,Fiber,5G,32.9,0.348,793.95,87
SKU-04479,Ciena,Cabling,4G,18.98,0.2072,284.21,35
SKU-04480,Nokia,Power,Dual (4G/5G),10.17,0.119,1425.42,55
SKU-04481,HPE Aruba,Fiber,5G,17.69,0.1839,225.95,83
SKU-04482,Cisco,RAN,4G,26.45,0.2731,367.99,23
SKU-04483,HPE Aruba,Core,5G,30.79,0.3163,276.76,36
SKU-04484,Nokia,Edge Router,4G,40.53,0.4141,502.67,61
SKU-04485,Huawei,RAN,Dual (4G/5G),84.22,0.86,232.13,35
SKU-04486,Ciena,Core,Dual (4G/5G),16.17,0.1667,647.08,62
SKU-04487,Ericsson,Core,5G,27.98,0.2958,497.96,30
SKU-04488,NEC,RAN,4G,6.89,0.0792,355.22,52
SKU-04489,Juniper,RAN,4G,11.87,0.1237,172.02,45
SKU-04490,Juniper,Fiber,4G,14.86,0.1591,378.16,29
SKU-04491,Ericsson,RAN,4G,32.3,0.3269,370.82,51
SKU-04492,HPE Aruba,Small Cell,5G,60.82,0.6104,826.44,58
SKU-04493,Ciena,RAN,Dual (4G/5G),18.08,0.1976,320.05,61
SKU-04494,ZTE,Fiber,5G,10.91,0.1231,184.29,76
SKU-04495,NEC,Antenna,5G,16.91,0.1732,97.84,65
SKU-04496,Samsung,Small Cell,5G,14.15,0.1603,1011.63,8
SKU-04497,Nokia,Antenna,Dual (4G/5G),15.64,0.1569,349.75,35
SKU-04498,HPE Aruba,Optical Transport,4G,34.36,0.3503,524.83,71
SKU-04499,Cisco,Core,5G,13.48,0.1352,267.09,45
SKU-04500,Huawei,Edge Router,5G,16.35,0.1663,249.86,30
SKU-04501,Juniper,RAN,Dual (4G/5G),40.43,0.4079,373.68,72
SKU-04502,HPE Aruba,RAN,Dual (4G/5G),21.45,0.2307,206.77,70
SKU-04503,Huawei,Antenna,5G,15.77,0.1776,300.64,23
SKU-04504,Nokia,Power,4G,18.13,0.1986,714.5,29
SKU-04505,Juniper,Power,5G,5.98,0.0725,707.3,51
SKU-04506,Juniper,Small Cell,4G,1.25,0.027,269.84,75
SKU-04507,ZTE,Cabling,5G,9.39,0.1044,335.81,12
SKU-04508,HPE Aruba,Cabling,5G,35.32,0.3617,86.48,7
